CLIENTE;NRO. VA21;POS. VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;FECHA CUMPLIMIENTO FINAL UNIFICADA;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;TIEMPO DE APROBACION SOLPED;COLOCACION OC;TIEMPOS DE APROBACION OC;ENTREGA VA01/OC;PRIMERA RECEPCIÓN - ENTREGA;PRIMERA RECEPCIÓN - TIEMPOS RECEPCIÓN;TIEMPO PICKING;EMBALAJE;CAMION;TIEMPOS RECEPCION CLIENTE;ENTREGA AL CLIENTE;DIAS DE DEMORA;TIEMPO EMISION / ENTREGA;NRO. VA01;POS. VA01;FECHA EMISION VA01;RESPONDIDO;NO RESPONDIDO;RESPONDIDO AT;RESPONDIDO FT;dDIAS DEMORA;dDIAS LIBERACION SOLPED;dDIAS RESPUESTA;dDIAS PROCESAMIENTO ;iLIBERACION SOLPED;iRESPUESTA;iPROCESAMIENTO;CLASIFICACION
00377-YPF 3° loop;4000006666;90;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1012782;"ESPÁRRAGOS C/2 TUERCAS 5/8""x100MM";48;Materiales genericos;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;90;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;48;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;90;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006666;100;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1049107;"JUNTA ESPIROMETÁLICA 4,5MM 24"" RF#600 AC";4;Materiales usuales;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;100;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;100;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006666;110;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1049108;"JUNTA ESPIROMETÁLICA 4,5MM 16"" RF#600 AC";4;Materiales usuales;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;110;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;110;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006666;120;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1049109;"JUNTA ESPIROMETÁLICA 4,5MM 10"" RF#600 AC";4;Materiales usuales;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;120;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;120;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006666;130;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1049110;"JUNTA ESPIROMETÁLICA 4,5MM 8"" RF #600 AC";2;Materiales usuales;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;130;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;130;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006666;140;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1049111;"JUNTA ESPIROMETÁLICA 4,5MM 2"" RF #600 AC";11;Materiales usuales;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;140;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;11;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;140;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006666;150;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1049112;"JUNTA ESPIROMETÁLICA 4,5MM 1-1/2""RF#600";2;Materiales usuales;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;150;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;150;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006666;160;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1012784;"JUNTA PLANA 1,6MM DE Ø4"" SERIE 150";10;Materiales genericos;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;160;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;10;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;160;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006666;170;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1012784;"JUNTA PLANA 1,6MM DE Ø3"" SERIE 150";2;Materiales genericos;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;170;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;170;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006666;180;ZPIN;PI ACC DE UNION PH;1000087681;0;;4;23/4/2026;RTELLO;1012784;"JUNTA PLANA 1,6MM DE Ø2"" SERIE 150";2;Materiales genericos;PROCESADO;MR01;1;13/4/2026;20/4/2026;abril;10147490;180;1;13/4/2026;13/4/2026;C09;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000087681;180;4/5/2026;1;;;1;3;0;10;11;;10;11;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006672;10;ZPIN;BAJA OC SS INTERNET;;0;10;4;24/4/2026;RTELLO;1029185;BAJA OC;1;Material No Valorado;CUMPLIDO;MR01;1;15/4/2026;22/4/2026;abril;10147741;10;1;15/4/2026;15/4/2026;C25;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;2;0;9;;;9;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006673;10;ZPIN;BAJA OC SS INTERNET;;0;10;4;24/4/2026;RTELLO;1029185;BAJA OC;1;Material No Valorado;CUMPLIDO;MR01;1;15/4/2026;22/4/2026;abril;10147746;10;1;15/4/2026;15/4/2026;C25;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;2;0;9;;;9;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006674;10;ZPIN;PI ALQ.GRUA MENSUAL;;0;10;4;21/4/2026;CKOTRBA;1013034;ALQ. MENSUAL X GRUA 100 TN C/ OP.;1;Servicios;CUMPLIDO;MR01;1;15/4/2026;22/4/2026;abril;10147759;10;1;15/4/2026;15/4/2026;C26;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;6;;;6;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006674;20;ZPIN;PI ALQ.GRUA MENSUAL;;0;10;4;21/4/2026;CKOTRBA;1013034;STAND BY DE GRUA EN CAMPO / OBRADOR;1;Servicios;CUMPLIDO;MR01;1;15/4/2026;22/4/2026;abril;10147759;20;1;15/4/2026;15/4/2026;C26;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;6;;;6;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006674;30;ZPIN;PI ALQ.GRUA MENSUAL;;0;10;4;21/4/2026;CKOTRBA;1013034;MOV. Y DESMOV. DE CONTRAPESOS;1;Servicios;CUMPLIDO;MR01;1;15/4/2026;22/4/2026;abril;10147759;30;1;15/4/2026;15/4/2026;C26;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;6;;;6;;COMPRAS ABASTECIMIENTO
0376 VELADERO FASE 8B /SAN JUAN;4000006675;10;ZPIN;OC 4500106463 -CANCE;;0;10;4;20/4/2026;ARIVERO;1033921;CANCELAR OC 4500106463 X MES;1;Materiales usuales;CUMPLIDO;MM01;2;15/4/2026;25/4/2026;abril;10147767;10;1;15/4/2026;15/4/2026;C03;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;5;;;5;;COMPRAS EQUIPOS
00314 CASA Olavarría;4000006683;10;ZPIN;REPUESTOS CAT-395 41;;0;10;4;17/4/2026;BDEGENHART;1055500;TURBOCOMPRESOR;1;Materiales Stock;CUMPLIDO;MM01;1;16/4/2026;23/4/2026;abril;10147871;10;1;16/4/2026;16/4/2026;C03;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;1;;;1;;COMPRAS EQUIPOS
00314 CASA Olavarría;4000006683;20;ZPIN;REPUESTOS CAT-395 41;1000086788;0;;4;17/4/2026;BDEGENHART;1055501;CARTUCHO DE TURBOCOMPRESOR ;1;Materiales Stock;PROCESADO;MM01;1;16/4/2026;23/4/2026;abril;10147871;20;1;16/4/2026;16/4/2026;C03;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000086788;20;17/4/2026;1;;1;;;0;1;0;;1;;COMPRAS EQUIPOS
00314 CASA Olavarría;4000006683;30;ZPIN;REPUESTOS CAT-395 41;1000086788;0;;4;17/4/2026;BDEGENHART;1055502;GRUPO DE FILTRERA DE AIRE;2;Materiales Stock;PROCESADO;MM01;1;16/4/2026;23/4/2026;abril;10147871;30;1;16/4/2026;16/4/2026;C03;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000086788;30;17/4/2026;1;;1;;;0;1;0;;1;;COMPRAS EQUIPOS
00314 CASA Olavarría;4000006683;40;ZPIN;REPUESTOS CAT-395 41;1000086788;0;;4;17/4/2026;BDEGENHART;1055499;INYECTOR;6;Materiales Stock;PROCESADO;MM01;1;16/4/2026;23/4/2026;abril;10147871;40;1;16/4/2026;16/4/2026;C03;;0;;0;;;;;;;;0;6;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000086788;40;17/4/2026;1;;1;;;0;1;0;;1;;COMPRAS EQUIPOS
00372 UTE 372 GEO POSCO II;4000006684;10;ZPIN;PEDIDO BOLSA DE RAFI;;2;10;4;10/5/2026;AZAPANA;1049548;BOLSA DE RAFIA 40X70;150000;Materiales Stock S/Devol;CUMPLIDO;U003;1;16/4/2026;23/4/2026;abril;10147886;10;1;16/4/2026;16/4/2026;C27;;0;;0;;;;;;;;0;150000;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;17;0;24;;;24;;COMPRAS ABASTECIMIENTO
00365 RIO TINTO;4000006685;10;ZPIN;PI TERMOFUSORA ALQUI;;1;10;4;28/4/2026;CSOSA;1050642;ALQUILER TERMOFUSORA X MES;2;Servicios;CUMPLIDO;U365;1;16/4/2026;28/4/2026;abril;10147888;10;1;16/4/2026;16/4/2026;C23;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;12;;;12;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;10;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012807;CONDUCTOR DE COBRE DESNUDO 35MM2;400;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;10;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;400;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;20;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012807;"CONECTOR A COMPRESION EN ""C""";50;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;20;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;50;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;30;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012807;JABALINA DE ACERO-COBRE IRAM 2309 LCT 35;4;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;30;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;40;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012807;"CONECTOR A COMPRESION EN ""C""";4;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;40;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;50;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012807;PARARRAYOS TIPO FRANKLYN;7;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;50;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;7;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;60;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012807;"CAÑO ACERO GALVANIZADO 1"" TIPO CONDUIT";7;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;60;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;7;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;70;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012780;CAÑO RIGIDO PLASTICO SEMIPESADO DIAM.3/4;21;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;90;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;21;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;80;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012780;"BUJE DE REDUCC. PVC REFORZADO1""H A3/4""M";7;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;100;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;7;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;90;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012807;SOPORTE DE BAJADA DE CABLE 35MM2;7;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;110;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;7;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;100;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012896;GRAMPA OMEGA DE ACERO GALVANIZADO;28;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;140;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;28;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;110;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012896;"GRAMPA OMEGA DE ACERO GALVANIZADO 1""";28;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;130;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;28;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006688;120;ZPIN;PEDIDO COT-PARARRAYO;;0;10;4;26/6/2026;SFERNANDEZ;1012807;TERMINAL IDENTAR PARA CABLE UNIPOLAR;50;Materiales genericos;CUMPLIDO;MR01;1;17/4/2026;15/5/2026;mayo;10148018;150;1;17/4/2026;17/4/2026;C11;;0;;0;;;;;;;;0;50;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;42;0;70;;;70;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006689;10;ZPIN;PI - CUBIERTA METALI;;0;10;4;11/5/2026;ASABATINO;1042087;PASARELAS - ESCALERAS PROVISION MATERIAL;3;Servicios;CUMPLIDO;MR01;1;20/4/2026;8/5/2026;mayo;10148112;10;1;20/4/2026;20/4/2026;C26;;0;;0;;;;;;;;0;3;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;3;0;21;;;21;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006689;20;ZPIN;PI - CUBIERTA METALI;;0;10;4;11/5/2026;ASABATINO;1042087;PASARELAS - ESCALERAS ARMADO ESTRUCTURA;3;Servicios;CUMPLIDO;MR01;1;20/4/2026;8/5/2026;mayo;10148112;20;1;20/4/2026;20/4/2026;C26;;0;;0;;;;;;;;0;3;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;3;0;21;;;21;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006689;30;ZPIN;PI - CUBIERTA METALI;;0;10;4;11/5/2026;ASABATINO;1042087;PASARELAS - ESCALERAS MONTAJE;3;Servicios;CUMPLIDO;MR01;1;20/4/2026;8/5/2026;mayo;10148112;30;1;20/4/2026;20/4/2026;C26;;0;;0;;;;;;;;0;3;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;3;0;21;;;21;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006689;40;ZPIN;PI - CUBIERTA METALI;;0;10;4;11/5/2026;ASABATINO;1042087;CUBIERTAS METALICAS PROVISION MATERIALES;3;Servicios;CUMPLIDO;MR01;1;20/4/2026;8/5/2026;mayo;10148112;40;1;20/4/2026;20/4/2026;C26;;0;;0;;;;;;;;0;3;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;3;0;21;;;21;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006689;50;ZPIN;PI - CUBIERTA METALI;;0;10;4;11/5/2026;ASABATINO;1042087;CUBIERTAS METALICAS ARMADO ESTRUCTURA;3;Servicios;CUMPLIDO;MR01;1;20/4/2026;8/5/2026;mayo;10148112;50;1;20/4/2026;20/4/2026;C26;;0;;0;;;;;;;;0;3;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;3;0;21;;;21;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006689;60;ZPIN;PI - CUBIERTA METALI;;0;10;4;11/5/2026;ASABATINO;1042087;CUBIERTAS METALICAS MONTAJE;3;Servicios;CUMPLIDO;MR01;1;20/4/2026;8/5/2026;mayo;10148112;60;1;20/4/2026;20/4/2026;C26;;0;;0;;;;;;;;0;3;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;3;0;21;;;21;;COMPRAS ABASTECIMIENTO
00223 Comp Amb Santa Fe;4000006690;10;ZPIN;Cubierta 11.00 R22;;2;10;4;23/4/2026;PBASILIO;1046027;CUBIERTA 11.00 R22 LINEAL;4;Materiales Stock;CUMPLIDO;MR01;1;20/4/2026;1/5/2026;mayo;10148119;10;1;20/4/2026;20/4/2026;C03;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;3;;;3;;COMPRAS EQUIPOS
00223 Comp Amb Santa Fe;4000006690;20;ZPIN;Cubierta 11.00 R22;;2;10;4;23/4/2026;PBASILIO;1043662;CAMARA 11.00 R22;4;Materiales Stock;CUMPLIDO;MR01;1;20/4/2026;1/5/2026;mayo;10148119;20;1;20/4/2026;20/4/2026;C03;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;3;;;3;;COMPRAS EQUIPOS
00223 Comp Amb Santa Fe;4000006690;30;ZPIN;Cubierta 11.00 R22;;2;10;4;23/4/2026;PBASILIO;1043663;PROTECTOR CAMARA 11.00 R22;4;Materiales Stock;CUMPLIDO;MR01;1;20/4/2026;1/5/2026;mayo;10148119;30;1;20/4/2026;20/4/2026;C03;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;3;;;3;;COMPRAS EQUIPOS
00223 Comp Amb Santa Fe;4000006693;10;ZPIN;03-SERV. MEDICO;;2;10;4;7/5/2026;PBASILIO;1027345;SERVICIO MEDICO X MES;12;Servicios;CUMPLIDO;MR01;1;21/4/2026;1/5/2026;mayo;10148185;10;1;21/4/2026;21/4/2026;C25;;0;;0;;;;;;;;0;12;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;6;0;16;;;16;;COMPRAS ABASTECIMIENTO
00223 Comp Amb Santa Fe;4000006694;10;ZPIN;Gasoil;1000088709;2;;4;14/5/2026;PBASILIO;1013571;GASOIL DIESEL 500;120000;Materiales Stock S/Devol;PROCESADO;MR01;1;21/4/2026;8/5/2026;mayo;10148189;10;1;21/4/2026;21/4/2026;C21;;0;;0;;;;;;;;0;120000;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000088709;10;19/5/2026;1;;;1;6;0;23;5;;23;5;COMPRAS ABASTECIMIENTO
