CLIENTE;NRO. VA21;POS. VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;FECHA CUMPLIMIENTO FINAL UNIFICADA;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;TIEMPO DE APROBACION SOLPED;COLOCACION OC;TIEMPOS DE APROBACION OC;ENTREGA VA01/OC;PRIMERA RECEPCIÓN - ENTREGA;PRIMERA RECEPCIÓN - TIEMPOS RECEPCIÓN;TIEMPO PICKING;EMBALAJE;CAMION;TIEMPOS RECEPCION CLIENTE;ENTREGA AL CLIENTE;DIAS DE DEMORA;TIEMPO EMISION / ENTREGA;NRO. VA01;POS. VA01;FECHA EMISION VA01;RESPONDIDO;NO RESPONDIDO;RESPONDIDO AT;RESPONDIDO FT;dDIAS DEMORA;dDIAS LIBERACION SOLPED;dDIAS RESPUESTA;dDIAS PROCESAMIENTO ;iLIBERACION SOLPED;iRESPUESTA;iPROCESAMIENTO;CLASIFICACION
00374 TERMINAL PUNTA COLORADA;4000006422;40;ZPIN;PM - PAT Obra Comple;;24;10;4;23/1/2026;DSUAREZ;1010807;CABLE DE COBRE DESNUDO 1X35MM2;5720;Materiales usuales;CUMPLIDO;MR01;1;14/1/2026;22/1/2026;enero;10140401;40;1;14/1/2026;14/1/2026;C11;;0;;0;;;;;;;;0;5720;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;1;0;9;;;9;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006500;40;ZPIN;PI MAT CIVILES;;0;10;4;16/3/2026;RTELLO;1012509;AGROPOL 200 MIC 4X50 MTS;6;Materiales usuales;CUMPLIDO;MR01;1;29/1/2026;6/2/2026;febrero;10141749;40;1;29/1/2026;29/1/2026;C27;;0;;0;;;;;;;;0;6;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;38;0;46;;;46;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006505;40;ZPIN;ACC Y MAT PIPING;;0;10;4;9/2/2026;RTELLO;1012782;"ESPÁRRAGOS C/2 TUERCAS 1-1/8""x210mm";10;Materiales genericos;CUMPLIDO;MR01;1;31/1/2026;9/2/2026;febrero;10141871;40;1;31/1/2026;31/1/2026;C09;;0;;0;;;;;;;;0;10;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS ABASTECIMIENTO
00223 Comp Amb Santa Fe;4000006523;40;ZPIN;Serv inst membrana +;;2;10;4;25/2/2026;PBASILIO;1042362;MOVIMIENTO LOGISTICA PERS Y EQ;1;Servicios;CUMPLIDO;MR01;1;9/2/2026;28/2/2026;febrero;10142549;40;1;9/2/2026;9/2/2026;C26;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;16;;;16;;COMPRAS ABASTECIMIENTO
00372 UTE 372 GEO POSCO II;4000006551;40;ZPIN;COMPARATIVA ACEITES;;0;10;4;3/3/2026;NGONCALVEZ;1001795;ACEITE 85W140 X 205L;1;Materiales Stock;CUMPLIDO;U003;1;22/2/2026;7/3/2026;marzo;10143489;40;1;22/2/2026;22/2/2026;L01;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS EQUIPOS
00374 TERMINAL PUNTA COLORADA;4000006364;50;ZPIN;PROVISION CAÑOS PVC;;24;10;4;19/1/2026;MREYNA;1012779;CAÑO PVC SCH-40 Ø6 IEC61386-21/22;11820;Materiales genericos;CUMPLIDO;MR01;1;19/12/2025;20/1/2026;enero;10138763;50;1;19/12/2025;19/12/2025;C09;;0;;0;;;;;;;;0;11820;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;31;;;31;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006381;50;ZPIN;PI SOLDADURA LINEA R;;0;10;4;15/1/2026;ASABATINO;1042083;"Empalmes/Cruces Especiales - Caño 24""Ø X";1;Servicios;CUMPLIDO;MR01;1;30/12/2025;10/1/2026;enero;10139416;50;1;30/12/2025;30/12/2025;C26;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;5;0;16;;;16;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006420;50;ZPIN;Contenedores para ob;;0;10;4;26/1/2026;DSUAREZ;1033267;ALQUILER CONTENEDOR PAÑOL 12MTS;1;Servicios;CUMPLIDO;MR01;1;14/1/2026;22/1/2026;enero;10140335;50;1;14/1/2026;14/1/2026;C04;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;4;0;12;;;12;;COMPRAS EQUIPOS
00374 TERMINAL PUNTA COLORADA;4000006422;50;ZPIN;PM - PAT Obra Comple;;24;10;4;23/1/2026;DSUAREZ;1012806;CABLE FLEXIBLE VERDE-AMARILLO 1X240MM2;300;Materiales genericos;CUMPLIDO;MR01;1;14/1/2026;22/1/2026;enero;10140401;50;1;14/1/2026;14/1/2026;C11;;0;;0;;;;;;;;0;300;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;1;0;9;;;9;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006505;50;ZPIN;ACC Y MAT PIPING;;0;10;4;9/2/2026;RTELLO;1012782;"ESPÁRRAGOS C/2 TUERCAS 1-1/8""x400mm";10;Materiales genericos;CUMPLIDO;MR01;1;31/1/2026;9/2/2026;febrero;10141871;50;1;31/1/2026;31/1/2026;C09;;0;;0;;;;;;;;0;10;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS ABASTECIMIENTO
00372 UTE 372 GEO POSCO II;4000006551;50;ZPIN;COMPARATIVA ACEITES;;0;10;4;3/3/2026;NGONCALVEZ;1004317;ACEITE CAJA DE CAMBIOS x 205LTS;1;Materiales Stock;CUMPLIDO;U003;1;22/2/2026;7/3/2026;marzo;10143489;50;1;22/2/2026;22/2/2026;L01;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS EQUIPOS
0376 VELADERO FASE 8B /SAN JUAN;4000006406;10;ZPIN;PI. GALPON NUEVO;1000080914;0;;4;12/1/2026;CBAREA;1012896;Taladro Dewalt Dcd796 de 20V - Kit;2;Materiales genericos;PROCESADO;MM01;2;11/1/2026;15/1/2026;enero;10140075;10;1;11/1/2026;11/1/2026;C13;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000080914;10;12/1/2026;1;;1;;;0;1;0;;1;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006364;60;ZPIN;PROVISION CAÑOS PVC;;24;10;4;19/1/2026;MREYNA;1012780;CONECTOR PVC SCH-40 Ø2 IEC61386-21/22;200;Materiales genericos;CUMPLIDO;MR01;1;19/12/2025;20/1/2026;enero;10138763;60;1;19/12/2025;19/12/2025;C09;;0;;0;;;;;;;;0;200;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;31;;;31;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006381;60;ZPIN;PI SOLDADURA LINEA R;;0;10;4;15/1/2026;ASABATINO;1042083;"Empalme/Cruces Especiales - Caño 24""Ø X7";1;Servicios;CUMPLIDO;MR01;1;30/12/2025;10/1/2026;enero;10139416;60;1;30/12/2025;30/12/2025;C26;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;5;0;16;;;16;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006420;60;ZPIN;Contenedores para ob;;0;10;4;26/1/2026;DSUAREZ;1033267;ALQUILER CONTENEDOR PAÑOL 6MTS;1;Servicios;CUMPLIDO;MR01;1;14/1/2026;22/1/2026;enero;10140335;60;1;14/1/2026;14/1/2026;C04;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;4;0;12;;;12;;COMPRAS EQUIPOS
00374 TERMINAL PUNTA COLORADA;4000006422;60;ZPIN;PM - PAT Obra Comple;;24;10;4;23/1/2026;DSUAREZ;1012806;CABLE FLEXIBLE VERDE-AMARILLO 1X70MM2;2600;Materiales genericos;CUMPLIDO;MR01;1;14/1/2026;22/1/2026;enero;10140401;60;1;14/1/2026;14/1/2026;C11;;0;;0;;;;;;;;0;2600;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;1;0;9;;;9;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006500;60;ZPIN;PI MAT CIVILES;;0;10;4;18/3/2026;RTELLO;1010654;ANTISOL NORMALIZADO X200LT;1;Materiales usuales;CUMPLIDO;MR01;1;29/1/2026;6/2/2026;febrero;10141749;60;1;29/1/2026;29/1/2026;C18;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;40;0;48;;;48;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006505;60;ZPIN;ACC Y MAT PIPING;;0;10;4;9/2/2026;RTELLO;1012782;"ESPÁRRAGOS C/2 TUERCAS 3/4""x120mm";4;Materiales genericos;CUMPLIDO;MR01;1;31/1/2026;9/2/2026;febrero;10141871;60;1;31/1/2026;31/1/2026;C09;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS ABASTECIMIENTO
00372 UTE 372 GEO POSCO II;4000006551;60;ZPIN;COMPARATIVA ACEITES;;0;10;4;3/3/2026;NGONCALVEZ;1027021;Aceite Caja de Engranaje 85W90 GL-5;1;Materiales Stock;CUMPLIDO;U003;1;22/2/2026;7/3/2026;marzo;10143489;60;1;22/2/2026;22/2/2026;C29;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS ABASTECIMIENTO
0376 VELADERO FASE 8B /SAN JUAN;4000006406;20;ZPIN;PI. GALPON NUEVO;1000080914;0;;4;12/1/2026;CBAREA;1012896;Copa magnetica p/tornillo cab. exg. T1;2;Materiales genericos;PROCESADO;MM01;2;11/1/2026;15/1/2026;enero;10140075;20;1;11/1/2026;11/1/2026;C13;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000080914;20;12/1/2026;1;;1;;;0;1;0;;1;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006364;70;ZPIN;PROVISION CAÑOS PVC;;24;10;4;19/1/2026;MREYNA;1012779;CAÑO PVC SCH-40 Ø2 IEC61386-21/22;510;Materiales genericos;CUMPLIDO;MR01;1;19/12/2025;20/1/2026;enero;10138763;70;1;19/12/2025;19/12/2025;C09;;0;;0;;;;;;;;0;510;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;31;;;31;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006381;70;ZPIN;PI SOLDADURA LINEA R;;0;10;4;15/1/2026;ASABATINO;1042083;"Revestimiento LR - Caño 24""Ø X70 2 CC 9.";3806;Servicios;CUMPLIDO;MR01;1;30/12/2025;10/1/2026;enero;10139416;70;1;30/12/2025;30/12/2025;C26;;0;;0;;;;;;;;0;3806;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;5;0;16;;;16;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006422;70;ZPIN;PM - PAT Obra Comple;;24;10;4;23/1/2026;DSUAREZ;1012806;CABLE FLEXIBLE VERDE-AMARILLO 1X35MM2;5100;Materiales genericos;CUMPLIDO;MR01;1;14/1/2026;22/1/2026;enero;10140401;70;1;14/1/2026;14/1/2026;C11;;0;;0;;;;;;;;0;5100;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;1;0;9;;;9;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006505;70;ZPIN;ACC Y MAT PIPING;;0;10;4;9/2/2026;RTELLO;1012782;"ESPÁRRAGOS C/2 TUERCAS 5/8""x170mm";18;Materiales genericos;CUMPLIDO;MR01;1;31/1/2026;9/2/2026;febrero;10141871;70;1;31/1/2026;31/1/2026;C09;;0;;0;;;;;;;;0;18;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS ABASTECIMIENTO
00372 UTE 372 GEO POSCO II;4000006551;70;ZPIN;COMPARATIVA ACEITES;;0;10;4;3/3/2026;NGONCALVEZ;1013522;ACEITE DIFERENCIALES VOLVO97312 x 205LTS;1;Materiales Stock C/Devol;CUMPLIDO;U003;1;22/2/2026;7/3/2026;marzo;10143489;70;1;22/2/2026;22/2/2026;C29;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006364;80;ZPIN;PROVISION CAÑOS PVC;;24;10;4;19/1/2026;MREYNA;1012780;CODO PVC 90° SCH-40 Ø2 IEC61386-21/22;250;Materiales genericos;CUMPLIDO;MR01;1;19/12/2025;20/1/2026;enero;10138763;80;1;19/12/2025;19/12/2025;C09;;0;;0;;;;;;;;0;250;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;31;;;31;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006381;80;ZPIN;PI SOLDADURA LINEA R;;0;10;4;15/1/2026;ASABATINO;1042083;"Revestimiento LR - Caño 24""Ø X70 2 CC 14";112;Servicios;CUMPLIDO;MR01;1;30/12/2025;10/1/2026;enero;10139416;80;1;30/12/2025;30/12/2025;C26;;0;;0;;;;;;;;0;112;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;5;0;16;;;16;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006422;80;ZPIN;PM - PAT Obra Comple;;24;10;4;23/1/2026;DSUAREZ;1010868;JABALINA 3 4PG X3MT;12;Materiales usuales;CUMPLIDO;MR01;1;14/1/2026;22/1/2026;enero;10140401;80;1;14/1/2026;14/1/2026;C11;;0;;0;;;;;;;;0;12;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;1;0;9;;;9;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006505;80;ZPIN;ACC Y MAT PIPING;;0;10;4;9/2/2026;RTELLO;1012782;"ESPÁRRAGOS C/2 TUERCAS 5/8""x120mm";55;Materiales genericos;CUMPLIDO;MR01;1;31/1/2026;9/2/2026;febrero;10141871;80;1;31/1/2026;31/1/2026;C09;;0;;0;;;;;;;;0;55;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS ABASTECIMIENTO
00372 UTE 372 GEO POSCO II;4000006551;80;ZPIN;COMPARATIVA ACEITES;;0;10;4;3/3/2026;NGONCALVEZ;1001823;ACEITE F50 5W40 X 20 L;1;Materiales Stock;CUMPLIDO;U003;1;22/2/2026;7/3/2026;marzo;10143489;80;1;22/2/2026;22/2/2026;L01;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS EQUIPOS
00374 TERMINAL PUNTA COLORADA;4000006364;90;ZPIN;PROVISION CAÑOS PVC;;24;10;4;19/1/2026;MREYNA;1012780;CODO PVC 90° SCH-40 Ø6 IEC61386-21/22;200;Materiales genericos;CUMPLIDO;MR01;1;19/12/2025;20/1/2026;enero;10138763;90;1;19/12/2025;19/12/2025;C09;;0;;0;;;;;;;;0;200;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;31;;;31;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006381;90;ZPIN;PI SOLDADURA LINEA R;;0;10;4;15/1/2026;ASABATINO;1042083;"Revestimiento LR -  Caño 30""Ø X70 CC 10,";4;Servicios;CUMPLIDO;MR01;1;30/12/2025;10/1/2026;enero;10139416;90;1;30/12/2025;30/12/2025;C26;;0;;0;;;;;;;;0;4;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;5;0;16;;;16;;COMPRAS ABASTECIMIENTO
00374 TERMINAL PUNTA COLORADA;4000006422;90;ZPIN;PM - PAT Obra Comple;;24;10;4;23/1/2026;DSUAREZ;1012611;CAMARA DE INSPECCION REDONDA;5;Materiales genericos;CUMPLIDO;MR01;1;14/1/2026;22/1/2026;enero;10140401;90;1;14/1/2026;14/1/2026;C18;;0;;0;;;;;;;;0;5;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;;1;1;0;9;;;9;;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006505;90;ZPIN;ACC Y MAT PIPING;;0;10;4;9/2/2026;RTELLO;1012782;"ESPÁRRAGOS C/2 TUERCAS 5/8""x100mm";48;Materiales genericos;CUMPLIDO;MR01;1;31/1/2026;9/2/2026;febrero;10141871;90;1;31/1/2026;31/1/2026;C09;;0;;0;;;;;;;;0;48;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS ABASTECIMIENTO
00372 UTE 372 GEO POSCO II;4000006551;90;ZPIN;COMPARATIVA ACEITES;;0;10;4;3/3/2026;NGONCALVEZ;1001783;ACEITE HIDRAULICO X 205L;1;Materiales Stock;CUMPLIDO;U003;1;22/2/2026;7/3/2026;marzo;10143489;90;1;22/2/2026;22/2/2026;L01;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;;1;;;0;9;;;9;;COMPRAS EQUIPOS
00377-YPF 3° loop;4000006397;10;ZPIN;PI MALLA ADV P DUCTO;1000081248;0;;4;15/1/2026;RTELLO;1049322;MALLA DE ADV SUBT VERDE OL 30CMX100MT;455;Materiales usuales;PROCESADO;MR01;1;8/1/2026;16/1/2026;enero;10139845;10;1;8/1/2026;8/1/2026;C28;;0;;0;;;;;;;;0;455;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000081248;10;19/1/2026;1;;1;;;0;7;4;;7;4;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006378;10;ZPIN;BOLSAS DE RAFIA;1000081320;0;;4;13/1/2026;ASABATINO;1017384;BOLSA DE RAFIA PPP 80 CM X 50 CM;8000;Materiales usuales;PROCESADO;MR01;1;30/12/2025;8/1/2026;enero;10139351;10;1;30/12/2025;30/12/2025;C27;;0;;0;;;;;;;;0;8000;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000081320;10;19/1/2026;1;;;1;5;0;14;6;;14;6;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006377;10;ZPIN;PI MAT CRUCE TELEDIR;1000082025;0;;4;6/1/2026;RTELLO;1012781;"CAÑO Ø4"" SCH 40 ASTM A106 GR.B";60;Materiales genericos;PROCESADO;MR01;1;29/12/2025;12/1/2026;enero;10139307;10;1;29/12/2025;29/12/2025;C09;;0;;0;;;;;;;;0;60;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000082025;10;29/1/2026;1;;1;;;0;8;23;;8;23;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006377;20;ZPIN;PI MAT CRUCE TELEDIR;1000082025;0;;4;6/1/2026;RTELLO;1012782;"CODO 90° RL Ø4"" SCH 40 ASTM A234 GR. WPB";12;Materiales genericos;PROCESADO;MR01;1;29/12/2025;12/1/2026;enero;10139307;20;1;29/12/2025;29/12/2025;C09;;0;;0;;;;;;;;0;12;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000082025;20;29/1/2026;1;;1;;;0;8;23;;8;23;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006377;30;ZPIN;PI MAT CRUCE TELEDIR;1000082025;0;;4;15/1/2026;RTELLO;1048993;"COLLARIN SEPARADOR POLIET. Ø30""X24""";25;Materiales usuales;PROCESADO;MR01;1;29/12/2025;12/1/2026;enero;10139307;30;1;29/12/2025;29/12/2025;C09;;0;;0;;;;;;;;0;25;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000082025;30;29/1/2026;1;;;1;3;0;17;14;;17;14;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006377;40;ZPIN;PI MAT CRUCE TELEDIR;1000082025;0;;4;15/1/2026;RTELLO;1012784;"SELLO P/EXT Z-SEAL T.D.WILLIAMSON 24""x30";2;Materiales genericos;PROCESADO;MR01;1;29/12/2025;12/1/2026;enero;10139307;40;1;29/12/2025;29/12/2025;C09;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000082025;40;29/1/2026;1;;;1;3;0;17;14;;17;14;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006377;50;ZPIN;PI MAT CRUCE TELEDIR;1000082025;0;;4;15/1/2026;RTELLO;1012784;"SOMBRERETE VENTEO Ø6"" P/CAÑO Ø3""";2;Materiales genericos;PROCESADO;MR01;1;29/12/2025;12/1/2026;enero;10139307;50;1;29/12/2025;29/12/2025;C09;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000082025;50;29/1/2026;1;;;1;3;0;17;14;;17;14;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006377;60;ZPIN;PI MAT CRUCE TELEDIR;1000082025;0;;4;15/1/2026;RTELLO;1012784;"SELLO P/EXT LINK-SEAL Ø30"" EXT - Ø24"" IN";2;Materiales genericos;PROCESADO;MR01;1;29/12/2025;12/1/2026;enero;10139307;60;1;29/12/2025;29/12/2025;C09;;0;;0;;;;;;;;0;2;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000082025;60;29/1/2026;1;;;1;3;0;17;14;;17;14;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006377;70;ZPIN;PI MAT CRUCE TELEDIR;1000082025;0;;4;15/1/2026;RTELLO;1012788;ÁNODOS DE MAGNESIO x KG;8;Materiales genericos;PROCESADO;MR01;1;29/12/2025;12/1/2026;enero;10139307;70;1;29/12/2025;29/12/2025;C09;;0;;0;;;;;;;;0;8;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000082025;70;29/1/2026;1;;;1;3;0;17;14;;17;14;COMPRAS ABASTECIMIENTO
00377-YPF 3° loop;4000006377;80;ZPIN;PI MAT CRUCE TELEDIR;1000082025;0;;4;15/1/2026;RTELLO;1012788;MOJÓN PROTEC. CAT C/CAJA MED POTENCIAL;1;Materiales genericos;PROCESADO;MR01;1;29/12/2025;12/1/2026;enero;10139307;80;1;29/12/2025;29/12/2025;C09;;0;;0;;;;;;;;0;1;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1000082025;80;29/1/2026;1;;;1;3;0;17;14;;17;14;COMPRAS ABASTECIMIENTO
