CLIENTE;NRO. VA01/VA21;POS VA01/VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;TIEMPO DE APROBACION SOLPED;COLOCACION OC;TIEMPOS DE APROBACION OC;ENTREGA VA01/OC;PRIMERA RECEPCIÓN - ENTREGA;PRIMERA RECEPCIÓN - TIEMPOS RECEPCIÓN;TIEMPO PICKING;EMBALAJE;CAMION;TIEMPOS RECEPCION CLIENTE;ENTREGA AL CLIENTE;DIAS DE DEMORA SAP;TIEMPO EMISION / ENTREGA;FECHA CUMPLIMIENTO FINAL UNIFICADA;CLI;CARACTER DE GC;OPERADOR PICKING ROSARIO;OPERADOR PICKING SJ;dGESTION OC;dPLAZO DE ENTREGA;dREGISTRO DE RECEPCION;dPICKING;dEXPEDICION;LIBERACION SOLPED;GESTION OC CS;COLOCACION OC CS;LIBERACION OC CS;ENTREGA DEL PROVEEDOR CS;PLAZO DE ENTREGA EXCEDIDO CS;GESTION OC SEDE;COLOCACION OC SEDE;LIBERACION OC SEDE;ENTREGA DEL PROVEEDOR SEDE;PLAZO DE ENTREGA EXCEDIDO SEDE;GESTION OC EQUIPOS;COLOCACION OC EQUIPOS;LIBERACION OC EQUIPOS;ENTREGA DEL PROVEEDOR EQUIPOS;PLAZO DE ENTREGA EXCEDIDO EQUIPOS;CARACTER ALMACEN RECEPCION;REGISTRO DE RECEPCION ALMACEN ROSARIO;REGISTRO DE RECEPCION ALMACEN SAN JUAN;CADENA DE SUMINISTRO;ALMACEN ;COMPRAS ABASTECIMIENTO;COMPRAS EQUIPOS
00005 TALLER;1000073361;250;ZPAN;HERRAMIENTAS/CRISTIA;;0;;;;GSPINELLI;1012896;CAJA ORGANIZADORA DE TERMINAL ELECTRICOS;1;Materiales genericos;CUMPLIDO;MR01;1;4/9/2025;18/9/2025;septiembre;10130219;230;1;4/9/2025;4/9/2025;C27;4500108488;160;MR05;1;JESPARZA;12/9/2025;12/9/2025;17/9/2025;26/9/2025;C27;GASES ROSARIO S.R.L.;1;0;0;1;5000146494;22/9/2025;MR05;7;1;22/9/2025;LBARTON;;8000077018;1;1;LBARTON;22/9/2025;22/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;4;;22/9/2025;00005;SEDE;0;0;-5;-9;0;0;;;;;;;;5;;;;9;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073538;10;ZPAN;REPO NO STOCK 08/09;;0;;;;SPONCE;1009629;SHAMPOO DE CARROCERIA TRANSNET C SUPER X;2;Materiales usuales;CUMPLIDO;MR01;1;8/9/2025;22/9/2025;septiembre;10130409;10;1;8/9/2025;9/9/2025;C17;4500108895;10;2001;1;GJULIANI;18/9/2025;18/9/2025;26/9/2025;26/9/2025;C17;PELLIZZARI WALTER GABRIEL;2;0;0;2;5000146674;23/9/2025;2001;1;1;23/9/2025;LBARTON;;8000077124;2;1;LBARTON;23/9/2025;23/9/2025;;;;;4900367424;2;CDAVID;26/9/2025;23/9/2025;;;;;;;;;;;;;;;1;;23/9/2025;00005;SEDE;0;0;-2;-5;0;0;;;;;;;;2;;;;5;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073538;20;ZPAN;REPO NO STOCK 08/09;;0;;;;SPONCE;1009626;DESINCRUSTANTE DEPTACID SUPER X 10 KG;2;Materiales usuales;CUMPLIDO;MR01;1;8/9/2025;22/9/2025;septiembre;10130409;20;1;8/9/2025;9/9/2025;C17;4500108895;20;2001;1;GJULIANI;18/9/2025;18/9/2025;26/9/2025;26/9/2025;C17;PELLIZZARI WALTER GABRIEL;2;0;0;2;5000146674;23/9/2025;2001;2;1;23/9/2025;LBARTON;;8000077124;2;1;LBARTON;23/9/2025;23/9/2025;;;;;4900367424;2;CDAVID;26/9/2025;23/9/2025;;;;;;;;;;;;;;;1;;23/9/2025;00005;SEDE;0;0;-2;-5;0;0;;;;;;;;2;;;;5;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073599;10;ZPAN;REPO NO STOCK 08/09;;0;;;;SPONCE;1009666;DETERGENTE P HIDRO KC RCHER RM 110 ASF;18;Materiales usuales;CUMPLIDO;MR01;1;8/9/2025;22/9/2025;septiembre;10130506;10;1;8/9/2025;10/9/2025;C17;4500108569;10;2001;1;GJULIANI;15/9/2025;15/9/2025;3/10/2025;3/10/2025;C17;BASSANELLI GABRIEL ALBERTO;18;0;0;18;5000146657;23/9/2025;2001;1;1;23/9/2025;LBARTON;;8000077118;18;1;LBARTON;23/9/2025;23/9/2025;;;;;4900366440;18;CDAVID;24/9/2025;23/9/2025;;;;;;;;;;;;;;;1;;23/9/2025;00005;SEDE;0;0;-2;-12;0;0;;;;;;;;2;;;;12;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073482;10;ZPAN;RECONEXION DE EQUIPO;;0;;;;LNUNEZ;1015947;RECONEXION DE EQUIPOS JOHN DEERE;1;Materiales genericos;CUMPLIDO;MR01;1;5/9/2025;25/9/2025;septiembre;10130362;10;1;5/9/2025;5/9/2025;C03;4500107953;10;MR05;1;RPEREZ;5/9/2025;5/9/2025;25/9/2025;25/9/2025;C03;AGRONORTE S.R.L.;1;0;0;1;5000149381;17/10/2025;MR05;1;1;17/10/2025;RPEREZ;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;22;;17/10/2025;00005;EQUIPOS;;;-23;-1;0;;;;;;;;;;;;;;23;;;;1;GESTION ROSARIO;;;;;;1
00005 TALLER;1000073662;150;ZPAN;HERRAMIENTAS GS-JR -;;0;;;;SFLORES;1012888;"PUNTAS ALLEN- ENCASTRE 1/2 12""";1;Materiales genericos;CUMPLIDO;MR01;1;9/9/2025;23/9/2025;septiembre;10130600;150;1;9/9/2025;10/9/2025;C27;4500108713;40;MR05;1;JESPARZA;16/9/2025;16/9/2025;23/9/2025;24/9/2025;C27;PASTORI MAXIMILIANO ANDRES;1;0;0;1;5000146777;24/9/2025;MR05;2;1;24/9/2025;LBARTON;;8000077168;1;1;LBARTON;24/9/2025;26/9/2025;11615;TALLER 2609;FGORGONA;26/9/2025;4900367433;1;CDAVID;26/9/2025;26/9/2025;;;;;;;;;;;;;;;3;;26/9/2025;00005;SEDE;0;0;-2;-2;0;0;0;;;;;;;2;;;;2;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073671;60;ZPAN;HERRAMIENTAS GS-JR -;;0;;;;SFLORES;1012888;TUBO LARGO 30 C/ENCASTRE 3/4;1;Materiales genericos;CUMPLIDO;MR01;1;9/9/2025;23/9/2025;septiembre;10130611;60;1;9/9/2025;10/9/2025;C27;4500108293;60;MR05;1;JESPARZA;10/9/2025;10/9/2025;19/9/2025;26/9/2025;C27;PASTORI MAXIMILIANO ANDRES;1;0;0;1;5000146758;24/9/2025;MR05;1;1;24/9/2025;LBARTON;;8000077161;1;1;LBARTON;24/9/2025;26/9/2025;11615;TALLER 2609;FGORGONA;26/9/2025;4900367427;1;CDAVID;26/9/2025;26/9/2025;;;;;;;;;;;;;;;3;;26/9/2025;00005;SEDE;0;0;-2;-4;0;0;0;;;;;;;2;;;;4;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073671;70;ZPAN;HERRAMIENTAS GS-JR -;;0;;;;SFLORES;1012888;TUBO P/RUEDA 32 ALTO IMPACTO;1;Materiales genericos;CUMPLIDO;MR01;1;9/9/2025;23/9/2025;septiembre;10130611;70;1;9/9/2025;10/9/2025;C27;4500108293;70;MR05;1;JESPARZA;10/9/2025;10/9/2025;19/9/2025;26/9/2025;C27;PASTORI MAXIMILIANO ANDRES;1;0;0;1;5000146758;24/9/2025;MR05;2;1;24/9/2025;LBARTON;;8000077161;1;1;LBARTON;24/9/2025;26/9/2025;11615;TALLER 2609;FGORGONA;26/9/2025;4900367427;1;CDAVID;26/9/2025;26/9/2025;;;;;;;;;;;;;;;3;;26/9/2025;00005;SEDE;0;0;-2;-4;0;0;0;;;;;;;2;;;;4;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073671;80;ZPAN;HERRAMIENTAS GS-JR -;;0;;;;SFLORES;1012888;TUBO P/RUEDA 33 ALTO IMPACTO;1;Materiales genericos;CUMPLIDO;MR01;1;9/9/2025;23/9/2025;septiembre;10130611;80;1;9/9/2025;10/9/2025;C27;4500108293;80;MR05;1;JESPARZA;10/9/2025;10/9/2025;19/9/2025;26/9/2025;C27;PASTORI MAXIMILIANO ANDRES;1;0;0;1;5000146758;24/9/2025;MR05;3;1;24/9/2025;LBARTON;;8000077161;1;1;LBARTON;24/9/2025;26/9/2025;11615;TALLER 2609;FGORGONA;26/9/2025;4900367427;1;CDAVID;26/9/2025;26/9/2025;;;;;;;;;;;;;;;3;;26/9/2025;00005;SEDE;0;0;-2;-4;0;0;0;;;;;;;2;;;;4;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073676;140;ZPAN;HERRAMIENTAS GS-JR -;;0;;;;SFLORES;1012888;TUBO DE 1/4 N°13 Y 14;1;Materiales genericos;CUMPLIDO;MR01;1;9/9/2025;23/9/2025;septiembre;10130614;140;1;9/9/2025;10/9/2025;C27;4500108713;10;MR05;1;JESPARZA;16/9/2025;16/9/2025;23/9/2025;24/9/2025;C27;PASTORI MAXIMILIANO ANDRES;1;0;0;1;5000146777;24/9/2025;MR05;1;1;24/9/2025;LBARTON;;8000077166;1;1;LBARTON;24/9/2025;26/9/2025;11615;TALLER 2609;FGORGONA;26/9/2025;4900367429;1;CDAVID;26/9/2025;26/9/2025;;;;;;;;;;;;;;;3;;26/9/2025;00005;SEDE;0;0;-2;-2;0;0;0;;;;;;;2;;;;2;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073727;10;ZPAN;INSUMO HERRERIA- SF-;;0;;;;SFLORES;1012761;CHAPA SAE 1010 ESPESOR 5/16 90x6000mm;10;Materiales genericos;CUMPLIDO;MR01;1;10/9/2025;24/9/2025;septiembre;10130712;10;1;10/9/2025;11/9/2025;C08;4500108816;10;MR05;1;RMIR;17/9/2025;17/9/2025;9/10/2025;12/12/2025;C08;RODRIGUEZ IVAN ANDRES;10;0;0;10;5000155037;10/12/2025;MR05;1;1;10/12/2025;SPONCE;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;77;;10/12/2025;00005;SEDE;;;-78;-80;0;;;;;;;;;78;;;;80;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073727;20;ZPAN;INSUMO HERRERIA- SF-;;0;;;;SFLORES;1012761;TIRA CHAPA SAE1045 ESP5/16-150X6000mm;4;Materiales genericos;CUMPLIDO;MR01;1;10/9/2025;24/9/2025;septiembre;10130712;20;1;10/9/2025;11/9/2025;C08;4500108816;20;MR05;1;RMIR;17/9/2025;17/9/2025;9/10/2025;12/12/2025;C08;RODRIGUEZ IVAN ANDRES;4;0;0;4;5000155037;10/12/2025;MR05;2;1;10/12/2025;SPONCE;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;77;;10/12/2025;00005;SEDE;;;-78;-80;0;;;;;;;;;78;;;;80;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000073805;10;ZPAN;BARRA LUZ LED - INT;;0;;;;EGUEVARA;1015947;BAR36RUAR-AMB BARRA LUZ LED;2;Materiales genericos;CUMPLIDO;MM01;1;11/9/2025;1/10/2025;octubre;10130815;10;1;11/9/2025;12/9/2025;EFO;4500108511;10;MM05;1;GROSES;15/9/2025;15/9/2025;1/10/2025;1/10/2025;EFO;MELQUI PABLO;2;0;0;2;5000163709;2/3/2026;MM05;1;1;2/3/2026;EGUEVARA;;8000086229;2;1;EGUEVARA;2/3/2026;2/3/2026;;;;;;0;;;;;;;;;;;;;;;;;;152;;2/3/2026;00005;OTRO;0;0;-153;-1;0;0;;;;;;;;;;;;;;;;;;GESTION SAN JUAN;;;;;;
00005 TALLER;1000074100;10;ZPAN;REJILLA - TERMINAL -;;0;;;;EGUEVARA;1015947;SERV.FABRIC REJILLA PROTECTOR FARO XUN;2;Materiales genericos;CUMPLIDO;MM01;1;16/9/2025;6/10/2025;octubre;10131101;10;1;16/9/2025;16/9/2025;C39;4500108774;10;MM05;1;EFUNES;17/9/2025;17/9/2025;6/10/2025;15/9/2027;C39;J.M.F. VIAL & PARTS SAS;2;0;0;2;5000163711;2/3/2026;MM05;1;1;2/3/2026;EGUEVARA;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;147;;2/3/2026;00005;EQUIPOS;;;-148;-710;0;;;;;;;;;;;;;;148;;;;710;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000074202;10;ZPAN;CALCOMANIAS INDICATI;;0;;;;LNUNEZ;1015947;CALCOMANIA SEGURIDAD 5N49/2;30;Materiales genericos;CUMPLIDO;MR01;1;17/9/2025;1/10/2025;octubre;10131217;10;1;17/9/2025;17/9/2025;C38;4500109669;10;MR05;1;EREGALADO;30/9/2025;30/9/2025;3/10/2025;3/10/2025;C38;VIALSA DE PIACENZA CARLOS EDUARDO;30;0;0;30;5000149758;22/10/2025;MR05;1;1;22/10/2025;SDELSOGLIO;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;21;;22/10/2025;00005;EQUIPOS;;;-22;-3;0;;;;;;;;;;;;;;22;;;;3;GESTION ROSARIO;;;;;;1
00005 TALLER;1000074242;20;ZPAN;INSUMO HERRERIA- SF-;;0;;;;SFLORES;1012896;BLISTER X5 ELECTRODO 220971;3;Materiales genericos;CUMPLIDO;MR01;1;18/9/2025;2/10/2025;octubre;10131286;20;1;18/9/2025;18/9/2025;C27;4500109105;20;MR05;1;JESPARZA;22/9/2025;22/9/2025;2/10/2025;26/10/2025;C27;FERRETERA SAN LUIS;3;0;0;3;5000149924;23/10/2025;2001;1;1;23/10/2025;LNASUTI;;8000078923;3;1;LNASUTI;23/10/2025;23/10/2025;11974;TALLER 23/10;LNASUTI;23/10/2025;4900376897;3;CDAVID;23/10/2025;23/10/2025;;;;;;;;;;;;;;;21;;23/10/2025;00005;SEDE;0;0;-22;-25;0;0;0;;;;;;;22;;;;25;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074476;10;ZPAN;INSUMO OVERHAUL- SF-;;0;;;;SFLORES;1012873;AEROSOL LUBRIFILM DESTRABA BOMBA INYECT;4;Materiales genericos;CUMPLIDO;MR01;1;22/9/2025;6/10/2025;octubre;10131587;10;1;22/9/2025;23/9/2025;C03;4500109681;10;MR05;1;FBERARDO;30/9/2025;30/9/2025;6/10/2025;6/10/2025;C03;SANTIAGO INNOVA SAS;4;0;0;4;5000148089;7/10/2025;MR05;1;1;7/10/2025;FGORGONA;;8000077906;4;1;FGORGONA;7/10/2025;8/10/2025;11749;TALLER 0810;FGORGONA;8/10/2025;4900371575;4;CDAVID;8/10/2025;8/10/2025;;;;;;;;;;;;;;;2;;8/10/2025;00005;OTRO;0;0;-2;-1;0;0;0;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000074501;10;ZPAN;INSUMO OVERHAUL- SF-;;0;;;;SFLORES;1012896;PILA DE CALIBRE LR1130;10;Materiales genericos;CUMPLIDO;MR01;1;23/9/2025;7/10/2025;octubre;10131604;10;1;23/9/2025;23/9/2025;C27;4500109711;10;2001;1;JESPARZA;30/9/2025;30/9/2025;6/10/2025;17/10/2025;C27;GASES ROSARIO S.R.L.;10;0;0;10;5000148646;13/10/2025;2001;1;1;13/10/2025;FGORGONA;;8000078231;10;1;FGORGONA;13/10/2025;13/10/2025;11824;TALLER 1310;FGORGONA;13/10/2025;4900373222;10;CDAVID;14/10/2025;13/10/2025;;;;;;;;;;;;;;;6;;13/10/2025;00005;SEDE;0;0;-7;-11;0;0;0;;;;;;;7;;;;11;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074720;10;ZPAN;PEDIDO TALLER - PIST;;0;;;;HCABELLO;1034881;PISTOLA DE CALOR 1800W;1;Materiales usuales;CUMPLIDO;MM01;1;25/9/2025;16/10/2025;octubre;10131896;10;1;25/9/2025;9/10/2025;C13;4500110851;10;MM05;1;MALVAREZ;15/10/2025;15/10/2025;20/10/2025;20/10/2025;C13;BOTAS MERCADO DAVID ESTEBAN;1;0;0;1;5000149888;22/10/2025;MM05;1;1;21/10/2025;AITURRIETA;;8000078893;1;1;AITURRIETA;22/10/2025;22/10/2025;;;;;4900376870;1;OROBLES;23/10/2025;22/10/2025;;;;;;;;;;;;;;;6;;22/10/2025;00005;SEDE;0;0;-6;-5;1;0;;;;;;;;6;;;;5;;;;;;GESTION SAN JUAN;;;;;1;
00005 TALLER;1000074977;10;ZPAN;INSUMO HERRERIA- SF-;;0;;;;SFLORES;1012766;"PLANCHUELA 3/8 X 2"" X 6000mm";10;Materiales genericos;CUMPLIDO;MR01;1;1/10/2025;15/10/2025;octubre;10132247;10;1;1/10/2025;1/10/2025;C08;4500110213;10;MR05;1;RMIR;7/10/2025;7/10/2025;15/10/2025;15/10/2025;C08;ORLANDI INDUST. Y COMERC. S.A;10;0;0;10;5000149122;16/10/2025;MR05;1;1;16/10/2025;LBARTON;;8000078507;10;1;LBARTON;16/10/2025;16/10/2025;11875;Taller 16/10;LBARTON;16/10/2025;4900374402;10;CDAVID;17/10/2025;16/10/2025;;;;;;;;;;;;;;;1;;16/10/2025;00005;SEDE;0;0;-2;-1;0;0;0;;;;;;;2;;;;1;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074978;10;ZPAN;REPO NO STOCK 01/10;;0;;;;SPONCE;1009629;SHAMPOO SILICONADO X5LT;20;Materiales usuales;CUMPLIDO;MR01;1;1/10/2025;15/10/2025;octubre;10132248;10;1;1/10/2025;1/10/2025;C17;4500110318;10;2001;1;GJULIANI;8/10/2025;8/10/2025;14/10/2025;14/10/2025;C17;IND. QUIMICAS KAISER S.R.L.;20;0;0;20;5000149065;16/10/2025;2001;1;1;16/10/2025;FGORGONA;;8000078476;20;1;FGORGONA;16/10/2025;16/10/2025;11873;TALLER 16/10;LNASUTI;16/10/2025;4900374410;20;CDAVID;17/10/2025;16/10/2025;;;;;;;;;;;;;;;1;;16/10/2025;00005;SEDE;0;0;-2;0;0;0;0;;;;;;;2;;;;;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074978;40;ZPAN;REPO NO STOCK 01/10;;0;;;;SPONCE;1012871;LOCTITE 277 - TRABA ROSCA X 50G;10;Materiales genericos;CUMPLIDO;MR01;1;1/10/2025;15/10/2025;octubre;10132248;40;1;1/10/2025;1/10/2025;C27;4500109895;10;MR05;1;JESPARZA;2/10/2025;3/10/2025;13/10/2025;31/10/2025;C27;FERRETERA SAN LUIS;10;0;0;10;5000150798;31/10/2025;2001;1;1;31/10/2025;LNASUTI;;8000079441;10;1;LNASUTI;31/10/2025;31/10/2025;12099;TALLER 31/10;LNASUTI;31/10/2025;4900380132;10;CDAVID;3/11/2025;31/10/2025;;;;;;;;;;;;;;;16;;31/10/2025;00005;SEDE;0;0;-17;-17;0;0;0;;;;;;;17;;;;17;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074978;50;ZPAN;REPO NO STOCK 01/10;;0;;;;SPONCE;1012871;LOCTITE 243 X 50grs;10;Materiales genericos;CUMPLIDO;MR01;1;1/10/2025;15/10/2025;octubre;10132248;50;1;1/10/2025;1/10/2025;C27;4500109895;20;MR05;1;JESPARZA;2/10/2025;3/10/2025;13/10/2025;6/12/2025;C27;FERRETERA SAN LUIS;10;0;0;10;5000155358;12/12/2025;2001;1;2;12/12/2025;LNASUTI;;8000079441;10;2;LNASUTI;31/10/2025;31/10/2025;12099;TALLER 31/10;LNASUTI;31/10/2025;4900394063;10;CDAVID;13/12/2025;12/12/2025;;;;;;;;;;;;;;;58;;12/12/2025;00005;SEDE;0;0;-59;-53;0;-42;0;;;;;;;59;;;;53;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074978;70;ZPAN;REPO NO STOCK 01/10;;0;;;;SPONCE;1012896;Cepillo Fpl Descarbonizador A/lat 25x6 M;24;Materiales genericos;CUMPLIDO;MR01;1;1/10/2025;15/10/2025;octubre;10132248;70;1;1/10/2025;1/10/2025;C27;4500110095;70;MR05;1;JESPARZA;6/10/2025;6/10/2025;13/10/2025;31/10/2025;C27;ARROYITO MAQUINARIAS S.R.L.;24;0;0;24;5000151253;4/11/2025;2001;1;2;4/11/2025;LNASUTI;;8000078169;24;2;FGORGONA;10/10/2025;10/10/2025;11794;TALLER 1010;FGORGONA;10/10/2025;4900381540;24;CDAVID;5/11/2025;5/11/2025;;;;;;;;;;;;;;;21;;4/11/2025;00005;SEDE;0;0;-21;-17;0;-25;0;;;;;;;21;;;;17;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074978;80;ZPAN;REPO NO STOCK 01/10;;0;;;;SPONCE;1012864;CEPILLO CIRCULAR CON VASTAGO DE  1/4  Ø;24;Materiales genericos;CUMPLIDO;MR01;1;1/10/2025;15/10/2025;octubre;10132248;80;1;1/10/2025;1/10/2025;C27;4500109895;50;MR05;1;JESPARZA;2/10/2025;3/10/2025;13/10/2025;31/10/2025;C27;FERRETERA SAN LUIS;24;0;0;24;5000151536;6/11/2025;2001;1;6;6/11/2025;LNASUTI;;8000078106;24;2;LNASUTI;9/10/2025;10/10/2025;11794;TALLER 1010;FGORGONA;10/10/2025;4900382568;24;CDAVID;8/11/2025;7/11/2025;;;;;;;;;;;;;;;23;;6/11/2025;00005;SEDE;0;0;-23;-17;0;-28;0;;;;;;;23;;;;17;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074978;90;ZPAN;REPO NO STOCK 01/10;;0;;;;SPONCE;1009635;LUSTRAMUEBLES BLEM 360ML;24;Materiales usuales;CUMPLIDO;MR01;1;1/10/2025;15/10/2025;octubre;10132248;90;1;1/10/2025;1/10/2025;C17;4500110318;20;2001;1;GJULIANI;8/10/2025;8/10/2025;14/10/2025;14/10/2025;C17;IND. QUIMICAS KAISER S.R.L.;24;0;0;24;5000149065;16/10/2025;2001;2;1;16/10/2025;FGORGONA;;8000078476;24;1;FGORGONA;16/10/2025;16/10/2025;11873;TALLER 16/10;LNASUTI;16/10/2025;4900374410;24;CDAVID;17/10/2025;16/10/2025;;;;;;;;;;;;;;;1;;16/10/2025;00005;SEDE;0;0;-2;0;0;0;0;;;;;;;2;;;;;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074978;100;ZPAN;REPO NO STOCK 01/10;;0;;;;SPONCE;1012864;CEPILLO CONICO FPL RIZADO DIAM 110 M14X2;30;Materiales genericos;CUMPLIDO;MR01;1;1/10/2025;15/10/2025;octubre;10132248;100;1;1/10/2025;1/10/2025;C27;4500109895;60;MR05;1;JESPARZA;2/10/2025;3/10/2025;13/10/2025;31/10/2025;C27;FERRETERA SAN LUIS;30;0;0;30;5000153167;21/11/2025;2001;1;1;21/11/2025;LNASUTI;;8000080692;30;1;LNASUTI;21/11/2025;21/11/2025;12395;TALLER 21/11;LNASUTI;21/11/2025;4900387686;30;CDAVID;25/11/2025;21/11/2025;;;;;;;;;;;;;;;37;;21/11/2025;00005;SEDE;0;0;-38;-17;0;0;0;;;;;;;38;;;;17;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000074978;110;ZPAN;REPO NO STOCK 01/10;;0;;;;SPONCE;1012864;CEPILLO CONICO FPL TRENZADO DIAM 110 M14;30;Materiales genericos;CUMPLIDO;MR01;1;1/10/2025;15/10/2025;octubre;10132248;110;1;1/10/2025;1/10/2025;C27;4500109895;70;MR05;1;JESPARZA;2/10/2025;3/10/2025;13/10/2025;31/10/2025;C27;FERRETERA SAN LUIS;30;0;0;30;5000153167;21/11/2025;2001;2;1;21/11/2025;LNASUTI;;8000080692;30;1;LNASUTI;21/11/2025;21/11/2025;12395;TALLER 21/11;LNASUTI;21/11/2025;4900387686;30;CDAVID;25/11/2025;21/11/2025;;;;;;;;;;;;;;;37;;21/11/2025;00005;SEDE;0;0;-38;-17;0;0;0;;;;;;;38;;;;17;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000075320;10;ZPAI;4000006085 - ALTERNA;4000006085;0;;;;HCABELLO;1024701;ALTERNADOR;1;Materiales Stock;CUMPLIDO;MM01;1;6/10/2025;2/10/2025;octubre;10132670;10;1;6/10/2025;7/10/2025;C03;4500111060;20;2001;1;RPEREZ;17/10/2025;21/10/2025;16/11/2025;16/11/2025;C03;FINNING ARGENTINA S.A.;1;0;0;1;5000152769;18/11/2025;2001;1;1;14/11/2025;AITURRIETA;;8000080543;1;1;ERODRIGUEZ;18/11/2025;25/11/2025;;;;;4900388174;1;GQUIROGA;26/11/2025;25/11/2025;;;;;;;;;;;;;;;54;;18/11/2025;00005;EQUIPOS;0;0;-44;-46;4;0;;;;;;;;;;;;;44;;;;46;GESTION SAN JUAN;;3;;1;;1
00005 TALLER;1000075338;10;ZPAN;PEDIDO INS MODULAR -;;0;;;;SFLORES;1012564;VENTANA MODENA BLANCO AN120XAL100MM;1;Materiales usuales;CUMPLIDO;MR01;1;6/10/2025;20/10/2025;octubre;10132696;10;1;6/10/2025;7/10/2025;C19;4500111369;10;2001;1;VBARRA;21/10/2025;21/10/2025;20/10/2025;24/10/2025;C19;TORRI S.R.L.;1;0;0;1;5000149978;23/10/2025;2001;1;1;23/10/2025;LNASUTI;;8000078954;1;1;LNASUTI;23/10/2025;23/10/2025;11980;TALLER 23/10;LNASUTI;23/10/2025;4900377111;1;CDAVID;24/10/2025;23/10/2025;;;;;;;;;;;;;;;3;;23/10/2025;00005;SEDE;0;0;-4;-5;0;0;0;;;;;;;4;;;;5;;;;;;GESTION ROSARIO;;;;;1;
