CLIENTE;NRO. VA01/VA21;POS VA01/VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;TIEMPO DE APROBACION SOLPED;COLOCACION OC;TIEMPOS DE APROBACION OC;ENTREGA VA01/OC;PRIMERA RECEPCIÓN - ENTREGA;PRIMERA RECEPCIÓN - TIEMPOS RECEPCIÓN;TIEMPO PICKING;EMBALAJE;CAMION;TIEMPOS RECEPCION CLIENTE;ENTREGA AL CLIENTE;DIAS DE DEMORA SAP;TIEMPO EMISION / ENTREGA;FECHA CUMPLIMIENTO FINAL UNIFICADA;CLI;CARACTER DE GC;OPERADOR PICKING ROSARIO;OPERADOR PICKING SJ;dGESTION OC;dPLAZO DE ENTREGA;dREGISTRO DE RECEPCION;dPICKING;dEXPEDICION;LIBERACION SOLPED;GESTION OC CS;COLOCACION OC CS;LIBERACION OC CS;ENTREGA DEL PROVEEDOR CS;PLAZO DE ENTREGA EXCEDIDO CS;GESTION OC SEDE;COLOCACION OC SEDE;LIBERACION OC SEDE;ENTREGA DEL PROVEEDOR SEDE;PLAZO DE ENTREGA EXCEDIDO SEDE;GESTION OC EQUIPOS;COLOCACION OC EQUIPOS;LIBERACION OC EQUIPOS;ENTREGA DEL PROVEEDOR EQUIPOS;PLAZO DE ENTREGA EXCEDIDO EQUIPOS;CARACTER ALMACEN RECEPCION;REGISTRO DE RECEPCION ALMACEN ROSARIO;REGISTRO DE RECEPCION ALMACEN SAN JUAN;CADENA DE SUMINISTRO;ALMACEN ;COMPRAS ABASTECIMIENTO;COMPRAS EQUIPOS
00005 TALLER;1000082743;10;ZPAN;RESERVA 79723 INT 41;;0;;;;CMARCOVICH;1015947;ADAP M/M VIROLA 24X1.5 VIROLA 24X1.5;2;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142688;10;1;10/2/2026;10/2/2026;EFO;4500120142;230;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;2;0;0;2;5000163967;4/3/2026;298;23;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082743;20;ZPAN;RESERVA 79723 INT 41;;0;;;;CMARCOVICH;1015947;TERMINAL HG VIROLA 24X1.5 PM 3/8'';2;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142688;20;1;10/2/2026;10/2/2026;EFO;4500120142;240;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;2;0;0;2;5000163967;4/3/2026;298;24;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082748;20;ZPAN;MT CONSUMIBLES TALLE;;0;;;;GQUIROGA;1012123;PRECINTO PLASTICO AL-6 250MM X100UN;3;Materiales usuales;CUMPLIDO;MM01;1;10/2/2026;2/3/2026;marzo;10142692;20;1;10/2/2026;10/2/2026;C13;4500121286;20;MM05;1;MALVAREZ;2/3/2026;2/3/2026;5/3/2026;5/3/2026;C13;MEYNIEL S.R.L.;3;0;0;3;5000163994;4/3/2026;MM05;2;1;4/3/2026;AITURRIETA;;8000086403;3;1;AITURRIETA;4/3/2026;4/3/2026;;;;;4900420973;3;GQUIROGA;9/3/2026;4/3/2026;;;;;;;;;;;;;;;2;;4/3/2026;00005;SEDE;0;0;-3;-4;0;0;;;;;;;;3;;;;4;;;;;;GESTION SAN JUAN;;;;;1;
00005 TALLER;1000082748;40;ZPAN;MT CONSUMIBLES TALLE;;0;;;;GQUIROGA;1012125;PRECINTO PLASTICO AL-8 X150MM;3;Materiales usuales;CUMPLIDO;MM01;1;10/2/2026;2/3/2026;marzo;10142692;40;1;10/2/2026;10/2/2026;C13;4500121286;40;MM05;1;MALVAREZ;2/3/2026;2/3/2026;5/3/2026;5/3/2026;C13;MEYNIEL S.R.L.;3;0;0;3;5000163994;4/3/2026;MM05;4;1;4/3/2026;AITURRIETA;;8000086403;3;1;AITURRIETA;4/3/2026;4/3/2026;;;;;4900420973;3;GQUIROGA;9/3/2026;4/3/2026;;;;;;;;;;;;;;;2;;4/3/2026;00005;SEDE;0;0;-3;-4;0;0;;;;;;;;3;;;;4;;;;;;GESTION SAN JUAN;;;;;1;
00005 TALLER;1000082763;10;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;MANGUERA 5/B R2 GATES X MT;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;10;1;10/2/2026;12/2/2026;EFO;4500120142;10;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;1;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;20;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;camisa 5/8 r2;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;20;1;10/2/2026;12/2/2026;EFO;4500120142;20;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;2;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;30;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;terminal hg 24x1.5 virola ppm 5/8'';1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;30;1;10/2/2026;12/2/2026;EFO;4500120142;30;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;3;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;40;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;adsptador m-m 24x1.5 virola x 24x1.5;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;40;1;10/2/2026;12/2/2026;EFO;4500120142;40;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;4;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;50;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector pollamida tubo tubo 6 mm;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;50;1;10/2/2026;12/2/2026;EFO;4500120142;50;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;5;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;60;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector poliamida tubo tubo 8 mm;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;60;1;10/2/2026;12/2/2026;EFO;4500120142;60;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;6;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;70;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector poliamida tubo tubo 10 mm;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;70;1;10/2/2026;12/2/2026;EFO;4500120142;70;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;7;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;80;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;"conector poliamida codo 90"" tubo tubo 6";1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;80;1;10/2/2026;12/2/2026;EFO;4500120142;80;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;8;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;90;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector poliamida codo 90ᵉ tubo tubo 10;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;90;1;10/2/2026;12/2/2026;EFO;4500120142;90;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;9;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;100;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;onector poliamida codo 90ᵉ tubo tubo 8;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;100;1;10/2/2026;12/2/2026;EFO;4500120142;100;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;10;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;110;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector poliamida tubo 6 mm x 1/8 r;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;110;1;10/2/2026;12/2/2026;EFO;4500120142;110;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;11;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;120;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector poliamioa tubo 6 mm x 1/4 r;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;120;1;10/2/2026;12/2/2026;EFO;4500120142;120;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;12;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;130;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector poliamida tubo 8 mm x 1/8 r;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;130;1;10/2/2026;12/2/2026;EFO;4500120142;130;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;13;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;140;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector poliamida tubo 8 mm x 1/4 r;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;140;1;10/2/2026;12/2/2026;EFO;4500120142;140;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;14;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;150;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector poliamida tubo 10 mm x 1/4 r;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;150;1;10/2/2026;12/2/2026;EFO;4500120142;150;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;15;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;160;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector poliamİda tubo 10 mm x 3/8 r;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;160;1;10/2/2026;12/2/2026;EFO;4500120142;160;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;16;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;170;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;acople neum poliamida 8x1/2;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;170;1;10/2/2026;12/2/2026;EFO;4500120142;170;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;17;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;180;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;acople neum poliamida 10x1/2;1;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;180;1;10/2/2026;12/2/2026;EFO;4500120142;180;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;1;0;0;1;5000163967;4/3/2026;298;18;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;190;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;conector tee tubo 1/4x1/8r;2;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;190;1;10/2/2026;12/2/2026;EFO;4500120142;190;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;2;0;0;2;5000163967;4/3/2026;298;19;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000082763;200;ZPAN;RESERVA 79724 INT 79;;0;;;;CMARCOVICH;1015947;buje de reduccion 1/4 npt a 1/8 npt;2;Materiales genericos;CUMPLIDO;MR01;1;10/2/2026;2/3/2026;marzo;10142704;200;1;10/2/2026;12/2/2026;EFO;4500120142;200;298;1;GROSES;13/2/2026;13/2/2026;2/3/2026;2/3/2026;EFO;HIDRAULICA LB S. A. S.;2;0;0;2;5000163967;4/3/2026;298;20;1;4/3/2026;GROSES;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;2;;4/3/2026;00005;OTRO;;;-3;-1;0;;;;;;;;;;;;;;;;;;;GESTION ROSARIO;;;;;;
00005 TALLER;1000085248;10;ZPAN;INSUMO MODULAR - SF/;;0;;;;SFLORES;1049152;CAÑO ESTRUCT. CUAD. 30X30MM ESP:0.9MMX6M;35;Materiales usuales;CUMPLIDO;MR01;1;20/3/2026;26/3/2026;marzo;10145973;10;1;20/3/2026;20/3/2026;C08;4500123181;10;MR05;1;RMIR;23/3/2026;23/3/2026;26/3/2026;26/3/2026;C08;ACEROS CUFER S.R.L.;35;0;0;35;5000167038;27/3/2026;2001;1;1;27/3/2026;LNASUTI;;8000087943;35;1;LNASUTI;27/3/2026;27/3/2026;14100;TALLER 27/03;LNASUTI;27/3/2026;4900428560;35;CDAVID;28/3/2026;27/3/2026;;;;;;;;;;;;;;;1;;27/3/2026;00005;SEDE;0;0;-2;-1;0;0;0;;;;;;;2;;;;1;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000085248;20;ZPAN;INSUMO MODULAR - SF/;;0;;;;SFLORES;1049950;CHAPA LISA SAE 1010 N12 1220X2440MM;2;Materiales usuales;CUMPLIDO;MR01;1;20/3/2026;26/3/2026;marzo;10145973;20;1;20/3/2026;20/3/2026;C08;4500123181;20;MR05;1;RMIR;23/3/2026;23/3/2026;26/3/2026;26/3/2026;C08;ACEROS CUFER S.R.L.;2;0;0;2;5000167038;27/3/2026;2001;2;1;27/3/2026;LNASUTI;;8000087943;2;1;LNASUTI;27/3/2026;27/3/2026;14100;TALLER 27/03;LNASUTI;27/3/2026;4900428560;2;CDAVID;28/3/2026;27/3/2026;;;;;;;;;;;;;;;1;;27/3/2026;00005;SEDE;0;0;-2;-1;0;0;0;;;;;;;2;;;;1;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000085248;30;ZPAN;INSUMO MODULAR - SF/;;0;;;;SFLORES;1049438;CAÑO ESTRUCT. CUAD 40X100MM ESP:2MM X 6M;6;Materiales usuales;CUMPLIDO;MR01;1;20/3/2026;26/3/2026;marzo;10145973;30;1;20/3/2026;20/3/2026;C08;4500123181;30;MR05;1;RMIR;23/3/2026;23/3/2026;26/3/2026;26/3/2026;C08;ACEROS CUFER S.R.L.;6;0;0;6;5000167038;27/3/2026;2001;3;1;27/3/2026;LNASUTI;;8000087943;6;1;LNASUTI;27/3/2026;27/3/2026;14100;TALLER 27/03;LNASUTI;27/3/2026;4900428560;6;CDAVID;28/3/2026;27/3/2026;;;;;;;;;;;;;;;1;;27/3/2026;00005;SEDE;0;0;-2;-1;0;0;0;;;;;;;2;;;;1;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000084683;10;ZPAN;REPOS NO STOCK 12/0;;0;;;;SPONCE;1012215;BIDON PLASTICO 5LT TAPA C PRECINTO;24;Materiales usuales;CUMPLIDO;MR01;1;12/3/2026;26/3/2026;marzo;10145251;10;1;12/3/2026;13/3/2026;C27;4500122570;10;MR05;1;JESPARZA;16/3/2026;16/3/2026;26/3/2026;23/3/2026;C27;IMPERIAL MOTOR S.A.;24;0;0;24;5000170462;24/4/2026;2001;1;1;24/4/2026;LNASUTI;;8000089430;24;1;LNASUTI;24/4/2026;24/4/2026;14472;TALLER 24/04;LNASUTI;24/4/2026;4900438403;24;CDAVID;25/4/2026;24/4/2026;;;;;;;;;;;;;;;29;;24/4/2026;00005;SEDE;0;0;-30;2;0;0;0;;;;;;;30;;;;;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000084296;10;ZPAN;INSUMO MODULAR - SF/;;0;;;;SFLORES;1012547;PERFIL MOLDURA CIELORRASO BLANCO 10mmX3m;12;Materiales usuales;CUMPLIDO;MR01;1;6/3/2026;16/3/2026;marzo;10144752;10;1;6/3/2026;10/3/2026;C19;4500122961;10;2001;1;VBARRA;19/3/2026;19/3/2026;16/3/2026;16/3/2026;C19;RIVESTIMENTO SRL;12;0;0;12;5000166278;20/3/2026;2001;1;1;20/3/2026;LNASUTI;;8000087571;12;1;LNASUTI;20/3/2026;21/3/2026;14021;TALLER 21/03;LNASUTI;21/3/2026;4900426786;12;SPONCE;23/3/2026;21/3/2026;;;;;;;;;;;;;;;5;;20/3/2026;00005;SEDE;0;0;-5;-1;0;0;0;;;;;;;5;;;;1;;;;;;GESTION ROSARIO;;;;;1;
00005 TALLER;1000084230;140;ZPAN;PEDIDO TALLER - ROPA;;0;;;;HCABELLO;1036197;Botín Boris Fundidor Soldador 3512 T42;1;Materiales Stock S/Devol;CUMPLIDO;MM01;1;5/3/2026;26/3/2026;marzo;10144697;160;1;5/3/2026;6/3/2026;C28;4500121981;50;2001;1;GJULIANI;9/3/2026;9/3/2026;26/3/2026;30/3/2026;C28;GILIGROUP S.A.S.;1;0;0;1;5000167636;1/4/2026;2001;1;1;31/3/2026;AITURRIETA;;8000088333;1;1;AITURRIETA;6/4/2026;6/4/2026;;;;;4900431096;1;GQUIROGA;6/4/2026;6/4/2026;;;;;;;;;;;;;;;11;;1/4/2026;00005;SEDE;0;0;-6;-5;1;5;;;;;;;;6;;;;5;;;;;;GESTION SAN JUAN;;;;;1;
00005 TALLER;1000084230;150;ZPAN;PEDIDO TALLER - ROPA;;0;;;;HCABELLO;1036198;Botín Boris Fundidor Soldador 3512 T43;1;Materiales Stock S/Devol;CUMPLIDO;MM01;1;5/3/2026;26/3/2026;marzo;10144697;170;1;5/3/2026;6/3/2026;C28;4500121981;60;2001;1;GJULIANI;9/3/2026;9/3/2026;26/3/2026;30/3/2026;C28;GILIGROUP S.A.S.;1;0;0;1;5000167636;1/4/2026;2001;2;1;31/3/2026;AITURRIETA;;8000088333;1;1;AITURRIETA;6/4/2026;6/4/2026;;;;;4900431096;1;GQUIROGA;6/4/2026;6/4/2026;;;;;;;;;;;;;;;11;;1/4/2026;00005;SEDE;0;0;-6;-5;1;5;;;;;;;;6;;;;5;;;;;;GESTION SAN JUAN;;;;;1;
00005 TALLER;1000084122;10;ZPAN;PEDIDO TALLER / LLAV;;0;;;;HCABELLO;1012888;"LLAVE IMPACT 1/ 2"" INALAMB+ BAT. DEWALT";1;Materiales genericos;CUMPLIDO;MM01;1;4/3/2026;25/3/2026;marzo;10144508;10;1;4/3/2026;5/3/2026;C13;4500121816;10;MM05;1;MALVAREZ;6/3/2026;6/3/2026;16/3/2026;16/3/2026;C13;DUBOS UGARTE PEDRO LUIS RAUL;1;0;0;1;5000167238;30/3/2026;2001;1;1;30/3/2026;AITURRIETA;;8000088074;1;1;AITURRIETA;30/3/2026;30/3/2026;;;;;4900429677;1;GQUIROGA;31/3/2026;30/3/2026;;;;;;;;;;;;;;;5;;30/3/2026;00005;SEDE;0;0;-6;8;0;0;;;;;;;;6;;;;;;;;;;GESTION SAN JUAN;;;;;1;
00005 TALLER;1000084006;10;ZPAN;INSUMO TALLER - SF/E;;0;;;;SFLORES;1053868;CABEZAL NEUMATICO P/ ACEITE 200LTS.;2;Materiales usuales;CUMPLIDO;MR01;1;3/3/2026;17/3/2026;marzo;10144321;10;1;3/3/2026;3/3/2026;C27;4500121721;10;MR05;1;JESPARZA;5/3/2026;5/3/2026;12/3/2026;12/3/2026;C27;FERRETERA SAN LUIS;2;0;0;2;5000166184;19/3/2026;2001;1;1;18/3/2026;ALANDAVIDEA;;8000087519;2;1;ALANDAVIDEA;19/3/2026;21/3/2026;14021;TALLER 21/03;LNASUTI;21/3/2026;4900426793;2;SPONCE;23/3/2026;21/3/2026;;;;;;;;;;;;;;;4;;19/3/2026;00005;SEDE;0;0;-2;4;1;0;0;;;;;;;2;;;;;;;;;;GESTION ROSARIO;;;;;1;
