CLIENTE;NRO. SOLPED;POS. SOLPED;REPARTOS;TIPO SOLPED;OPERADOR SOLPED;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;TIEMPO DE APROBACION SOLPED;COLOCACION OC;TIEMPOS DE APROBACION OC;ENTREGA VA01/OC;PRIMERA RECEPCIÓN - ENTREGA;PRIMERA RECEPCIÓN - TIEMPOS RECEPCIÓN;TIEMPO PICKING;EMBALAJE;CAMION;TIEMPOS RECEPCION CLIENTE;ENTREGA AL CLIENTE;TIEMPO EMISION / ENTREGA;FECHA CUMPLIMIENTO FINAL UNIFICADA;COMPROMETIDOS;ENTREGADOS;NO ENTREGADOS;ENTREGADOS AT;ENTREGADOS FT;DIAS DE DEMORA;CLASIFICACION
00008 ABASTECIMIENTO;10124687;10;1;NB;EJUAREZ;1003002;FILTRO DE AIRE SECUNDARIO;2;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;F04;4500102799;40;MM08;1;RPEREZ;2/7/2025;2/7/2025;7/7/2025;18/7/2025;F06;SERVICIOS VIALES DE STA. FE SA;2;0;0;2;5000138379;11/7/2025;2200;4;1;8/7/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;1;1;3;0;0;0;0;0;15;8/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124688;10;1;NB;EJUAREZ;1003125;FILTRO SECADOR DE AIRE;7;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;16/7/2025;julio;26/6/2025;26/6/2025;F11;4500102657;20;MM08;1;RPEREZ;1/7/2025;1/7/2025;16/7/2025;16/7/2025;F10;SUDAMERICANA CAMIONES SA;7;0;0;7;5000137560;4/7/2025;MM08;2;1;2/7/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;5;-14;2;0;0;0;0;0;20;2/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124689;10;1;NB;EJUAREZ;1003181;FILTRO DE COMBUSTIBLE;8;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;F06;4500102799;20;MM08;1;RPEREZ;2/7/2025;2/7/2025;7/7/2025;18/7/2025;F06;SERVICIOS VIALES DE STA. FE SA;8;0;0;8;5000138379;11/7/2025;2200;2;1;8/7/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;1;1;3;0;0;0;0;0;15;8/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124690;10;1;NB;EJUAREZ;1003182;FILTRO GASOIL;8;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;F06;4500102799;10;MM08;1;RPEREZ;2/7/2025;2/7/2025;7/7/2025;18/7/2025;F06;SERVICIOS VIALES DE STA. FE SA;8;0;0;8;5000138379;11/7/2025;2200;1;1;8/7/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;1;1;3;0;0;0;0;0;15;8/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124691;10;1;NB;EJUAREZ;1003318;FILTRO DE ACEITE DE FRENOS;2;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;F03;4500102938;20;3200;1;RPEREZ;4/7/2025;7/7/2025;;11/7/2025;F03;IGARRETA MAQUINAS S.A.;2;0;0;2;5000138616;14/7/2025;3200;1;1;14/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;8;3;-739443;0;0;0;0;0;0;0;15;14/7/2025;1;1;;;1;3;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124692;10;1;NB;EJUAREZ;1003319;FILTRO DE ACEITE TRANSMISION;6;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;F03;4500102667;20;3200;1;RPEREZ;1/7/2025;1/7/2025;11/7/2025;11/7/2025;F03;SERVICIOS VIALES DE STA. FE SA;6;0;0;6;5000137678;4/7/2025;3200;2;1;4/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;1;-7;0;0;0;0;0;0;15;4/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124693;10;1;NB;EJUAREZ;1003320;FILTRO DE TRANSMISION Y CONVERTIDOR;2;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;F03;4500102938;10;3200;1;RPEREZ;4/7/2025;7/7/2025;11/7/2025;14/8/2025;F03;IGARRETA MAQUINAS S.A.;2;0;0;2;5000141259;7/8/2025;3200;1;1;5/8/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;8;3;1;25;2;0;0;0;0;0;15;5/8/2025;1;1;;;1;27;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124694;10;1;NB;EJUAREZ;1003890;CORTACORRIENTE P SERVICIO PESADO SPB;4;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;C29;4500102743;10;MM08;1;RPEREZ;2/7/2025;2/7/2025;11/7/2025;11/7/2025;C29;BOSCO GERMAN, BOSCO LUCIO Y BOSCO;4;0;0;4;5000137950;7/7/2025;MM08;1;1;7/7/2025;AHERRERA;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;5;-4;0;0;0;0;0;0;15;7/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124695;10;1;NB;EJUAREZ;1003954;BATERIA 12V 180AMP;6;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;C29;4500102520;10;3200;1;WVENTURINI;30/6/2025;30/6/2025;11/7/2025;11/7/2025;C29;CREMER ACUMULADORES S.R.L.;6;0;0;6;5000137986;8/7/2025;3200;1;1;8/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;4;0;1;-3;0;0;0;0;0;0;15;8/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124696;10;1;NB;EJUAREZ;1004586;BROCA T51X4 F.F. BOT. ESF. ROCKMORE XUN;8;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;C29;4500102825;10;3200;1;FBERARDO;2/7/2025;3/7/2025;11/7/2025;1/8/2025;C29;RUSCONI A. F. RUSCONI O. M. SH;8;0;0;8;5000140910;5/8/2025;3200;1;1;5/8/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;6;1;1;25;0;0;0;0;0;0;15;5/8/2025;1;1;;;1;25;COMPRAS SEDE
00008 ABASTECIMIENTO;10124697;10;1;NB;EJUAREZ;1016320;TONER DR-3460/DR880;4;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;C05;4500103119;10;2000;1;MALVAREZ;7/7/2025;7/7/2025;11/7/2025;11/7/2025;C05;PC SHOWS SRL;4;0;0;4;5000138256;10/7/2025;2200;1;1;7/7/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;11;0;1;-4;3;0;0;0;0;0;15;7/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124698;10;1;NB;EJUAREZ;1026540;GATO BOTELLA de 20 TN;2;Materiales Stock;CUMPLIDO;MM01;1;26/6/2025;11/7/2025;julio;26/6/2025;26/6/2025;C29;4500102579;10;2200;1;FBERARDO;30/6/2025;30/6/2025;11/7/2025;11/7/2025;C29;FERRETERA SAN LUIS;2;0;0;2;5000137591;4/7/2025;MM08;1;1;2/7/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;4;0;1;-9;2;0;0;0;0;0;15;2/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124793;10;1;NB;EJUAREZ;1001827;CUBIERTA 12.00 R20 FG85 (lineal);5;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;C48;4500103306;10;2200;1;WVENTURINI;10/7/2025;10/7/2025;14/7/2025;14/7/2025;C48;SAN JUAN Y SOLIS SA;5;0;0;5;5000138688;15/7/2025;2200;1;1;15/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;13;0;1;1;0;0;0;0;0;0;17;15/7/2025;1;1;;;1;1;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124794;10;1;NB;EJUAREZ;1002228;INSERTO PATIN DE CIRCULO;6;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;22/7/2025;julio;27/6/2025;27/6/2025;G01;4500103301;10;2200;1;RPEREZ;10/7/2025;10/7/2025;18/7/2025;18/7/2025;G01;AGRONORTE S.R.L.;6;0;0;6;5000138299;11/7/2025;2200;1;1;11/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;13;0;-3;-7;0;0;0;0;0;0;25;11/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124795;10;1;NB;EJUAREZ;1003031;FILTRO DE COMBUSTIBLE;2;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;22/7/2025;julio;27/6/2025;27/6/2025;F06;4500104158;40;2200;1;RPEREZ;21/7/2025;22/7/2025;28/7/2025;28/7/2025;F03;FINNING ARGENTINA S.A.;2;0;0;2;5000140378;1/8/2025;2200;4;1;28/7/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;24;1;7;0;4;0;0;0;0;0;25;28/7/2025;1;1;;;1;10;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124796;10;1;NB;EJUAREZ;1003169;FILTRO TRAMPA DE AGUA;8;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;F13;4500103162;20;2200;1;RPEREZ;7/7/2025;7/7/2025;14/7/2025;14/7/2025;F10;SUDAMERICANA CAMIONES SA;8;0;0;8;5000138190;10/7/2025;2200;2;1;10/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;10;0;1;-4;0;0;0;0;0;0;17;10/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124797;10;1;NB;EJUAREZ;1003225;FILTRO ACEITE MOTOR CARTUCHO;3;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;F03;4500103126;10;2200;1;RPEREZ;7/7/2025;7/7/2025;14/7/2025;14/7/2025;F03;AURELIA SACIYF;3;0;0;3;5000138339;11/7/2025;2200;1;1;11/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;10;0;1;-3;0;0;0;0;0;0;17;11/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124798;10;1;NB;EJUAREZ;1003320;FILTRO DE TRANSMISION Y CONVERTIDOR;2;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;F03;4500103300;20;2200;1;RPEREZ;10/7/2025;10/7/2025;7/8/2025;7/8/2025;F07;IGARRETA MAQUINAS S.A.;2;0;0;2;5000142170;15/8/2025;2200;1;1;14/8/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;13;0;25;7;1;0;0;0;0;0;17;14/8/2025;1;1;;;1;32;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124799;10;1;NB;EJUAREZ;1003906;ESCOBILLA XUN;5;Materiales Stock;SIN TRATAMIENTO;MR01;1;27/6/2025;17/7/2025;julio;27/6/2025;27/6/2025;C29;;0;;1;;;;;;;;0;5;5;0;;;;0;2;;;;;0;0;;;;;;;;;0;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;;1;;1;;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124800;10;1;NB;EJUAREZ;1004046;BATERIA 12V 200 AMP;6;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;C29;4500102522;10;2200;1;WVENTURINI;30/6/2025;30/6/2025;14/7/2025;14/7/2025;C29;SUDAMERICANA CAMIONES SA;6;0;0;6;5000137632;4/7/2025;2200;1;1;3/7/2025;ALANDAVIDEA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;1;-11;1;0;0;0;0;0;17;3/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124801;10;1;NB;EJUAREZ;1016537;KIT FILTRO DE AIRE PRIMARIO Y SECUNDARIO;3;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;F04;4500102869;10;2200;1;RPEREZ;3/7/2025;3/7/2025;14/7/2025;14/7/2025;F04;TRAVEL FILTERS SRL;3;0;0;3;5000137954;7/7/2025;2200;1;1;7/7/2025;PKOSIARSKI;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;1;-7;0;0;0;0;0;0;17;7/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124802;10;1;NB;EJUAREZ;1026806;PILA ALCALINA AAA x UN;26;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;C05;4500102791;10;2200;1;GJULIANI;2/7/2025;2/7/2025;11/7/2025;11/7/2025;C05;JAR COMPUTACION SRL;26;0;0;26;5000137744;4/7/2025;2200;1;1;4/7/2025;ALANDAVIDEA;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;-2;-7;0;0;0;0;0;0;17;4/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124803;10;1;NB;EJUAREZ;1026807;AURICULARES P/CELULAR C/MICROFONO;9;Materiales Stock;CUMPLIDO;MR01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;C05;4500102789;10;2200;1;GJULIANI;2/7/2025;2/7/2025;10/7/2025;11/7/2025;C05;ERAUSQUIN SEBASTIAN PABLO;9;0;0;9;5000138697;15/7/2025;2200;1;1;14/7/2025;AHERRERA;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;-3;4;1;0;0;0;0;0;17;14/7/2025;1;1;;;1;1;COMPRAS SEDE
00008 ABASTECIMIENTO;10124804;10;1;NB;EJUAREZ;1001756;BOTIN MARRON/NEGRO FLOR P.ACERO N 40;2;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;18/7/2025;julio;27/6/2025;27/6/2025;C28;4500102472;10;2200;1;GJULIANI;27/6/2025;27/6/2025;11/7/2025;11/7/2025;C28;CALZADOS ARGENTINOS SA;2;0;0;2;5000139181;18/7/2025;2200;1;1;18/7/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;0;0;-6;7;0;0;0;0;0;0;21;18/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124805;10;1;NB;EJUAREZ;1001828;CUBIERTA 12.00 R20 TG85 (TRACCION);3;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;C48;4500103370;10;3200;3;WVENTURINI;10/7/2025;11/7/2025;14/7/2025;1/8/2025;C48;SYS IMPORT S.R.L.;3;0;0;3;5000140404;1/8/2025;3200;1;1;31/7/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;13;1;1;17;1;0;0;0;0;0;17;31/7/2025;1;1;;;1;18;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124806;10;1;NB;EJUAREZ;1001842;PROTECTOR P CAMARA 12.00;12;Materiales Stock;CUMPLIDO;MM01;1;3/7/2025;22/7/2025;julio;27/6/2025;27/6/2025;C52;4500103314;10;3200;1;WVENTURINI;10/7/2025;10/7/2025;22/7/2025;8/8/2025;C52;OSVALDO L.SANTILLI E HIJOS S.A;12;0;0;12;5000140574;2/8/2025;3200;1;1;31/7/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;13;0;1;9;2;0;0;0;0;0;19;31/7/2025;1;1;;;1;11;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124807;10;1;NB;EJUAREZ;1001930;DISCO C D O A 178X7.0X22.2 SECUR x UN;110;Materiales Stock;CUMPLIDO;MM01;1;11/7/2025;18/7/2025;julio;27/6/2025;27/6/2025;C13;4500103511;10;2200;1;MALVAREZ;11/7/2025;11/7/2025;18/7/2025;18/7/2025;C13;LACIAR LEANDRO ADOLFO;110;0;0;110;5000138752;15/7/2025;2200;1;1;14/7/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;14;0;1;-4;1;0;0;0;0;0;7;14/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124808;10;1;NB;EJUAREZ;1001970;ESMALTE SINT. AEROSOL NEGRO X440CC;30;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;28/7/2025;julio;27/6/2025;27/6/2025;C22;4500102768;10;MM08;1;GJULIANI;2/7/2025;2/7/2025;18/7/2025;18/7/2025;C22;ARROYITO MAQUINARIAS S.R.L.;30;0;0;30;5000137698;4/7/2025;MM08;1;1;4/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;-5;-14;0;0;0;0;0;0;31;4/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124809;10;1;NB;EJUAREZ;1002057;CAMPERA ABRIGO T. M ROJA CON LOGO;17;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;28/7/2025;julio;27/6/2025;27/6/2025;C28;4500102473;10;2200;1;GJULIANI;27/6/2025;27/6/2025;18/7/2025;18/7/2025;C28;GILIGROUP S.A.S.;17;0;0;17;5000137941;7/7/2025;2200;1;1;4/7/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;0;0;-9;-14;3;0;0;0;0;0;31;4/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124810;10;1;NB;EJUAREZ;1002750;FILTRO COMBUSTIBLE;2;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;F06;4500102667;40;3200;1;RPEREZ;1/7/2025;1/7/2025;14/7/2025;14/7/2025;F03;SERVICIOS VIALES DE STA. FE SA;2;0;0;2;5000137678;4/7/2025;3200;3;1;4/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;4;0;1;-10;0;0;0;0;0;0;17;4/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124811;10;1;NB;EJUAREZ;1003027;ELEMENTO FILTRO DE ACEITE;5;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;F03;4500103200;10;3200;1;RPEREZ;8/7/2025;8/7/2025;17/7/2025;17/7/2025;F03;SERVICIOS VIALES DE STA. FE SA;5;0;0;5;5000138556;14/7/2025;MM08;1;1;12/7/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;11;0;4;-5;2;0;0;0;0;0;17;12/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124812;10;1;NB;EJUAREZ;1003061;FILTRO AIRE;2;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;F04;4500102902;10;MM08;1;RPEREZ;3/7/2025;3/7/2025;14/7/2025;14/7/2025;F04;REUTEMANN AUTOMOTORES S.A.;2;0;0;2;5000137886;7/7/2025;MM08;1;1;7/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;5;-7;0;0;0;0;0;0;17;7/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124813;10;1;NB;EJUAREZ;1003061;FILTRO AIRE;1;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;F04;4500102902;20;3200;1;RPEREZ;3/7/2025;3/7/2025;14/7/2025;14/7/2025;F04;REUTEMANN AUTOMOTORES S.A.;1;0;0;1;5000137886;7/7/2025;3200;2;1;7/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;1;-7;0;0;0;0;0;0;17;7/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124814;10;1;NB;EJUAREZ;1003952;BATERIA 12V 110AMP;9;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;C29;4500102552;10;MM08;1;WVENTURINI;30/6/2025;30/6/2025;14/7/2025;14/7/2025;C29;MCF BRACHETTA S.A.S.;9;0;0;9;5000138042;8/7/2025;MM08;1;1;8/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;5;-6;0;0;0;0;0;0;17;8/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124815;10;1;NB;EJUAREZ;1004265;KIT DE 6 MUESTRAS DE ACEITE CON MANGUERA;11;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;C29;4500102885;10;2200;1;HROLDAN;3/7/2025;4/7/2025;14/7/2025;14/7/2025;C29;FINNING ARGENTINA S.A.;11;0;0;11;5000138974;17/7/2025;2200;1;2;17/7/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;6;1;1;3;0;0;0;0;0;0;17;17/7/2025;1;1;;;1;3;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124853;10;1;ZSNB;MLARRETA;1001864;CAJAS ARCHIVO CARTON CON TAPA 42X32X25;70;Materiales Stock;CUMPLIDO;MM01;1;27/6/2025;14/7/2025;julio;27/6/2025;27/6/2025;C17;4500102584;10;2200;1;MALVAREZ;30/6/2025;30/6/2025;4/7/2025;4/7/2025;C17;GAZZE JOSE NAZARENO;70;0;0;70;5000137194;1/7/2025;2200;1;1;1/7/2025;FGONZALEZ;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-9;-3;0;0;0;0;0;0;17;1/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124916;10;1;NB;EJUAREZ;1001865;MARCADORINDUSTRIAL-VERDEXUN;32;Materiales Stock;CUMPLIDO;MR01;1;30/6/2025;15/7/2025;julio;30/6/2025;30/6/2025;C17;4500102537;10;2200;1;GJULIANI;30/6/2025;30/6/2025;11/7/2025;11/7/2025;C17;ARROYITO MAQUINARIAS S.R.L.;32;0;0;32;5000139115;18/7/2025;2200;1;2;18/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;0;0;-3;7;0;0;0;0;0;0;15;18/7/2025;1;1;;;1;3;COMPRAS SEDE
00008 ABASTECIMIENTO;10124917;10;1;NB;EJUAREZ;1001880;MARCADOR INDUSTRIAL - AZUL UNIPAINT X UN;43;Materiales Stock;CUMPLIDO;MR01;1;30/6/2025;15/7/2025;julio;30/6/2025;30/6/2025;C17;4500102537;20;2200;1;GJULIANI;30/6/2025;30/6/2025;11/7/2025;11/7/2025;C17;ARROYITO MAQUINARIAS S.R.L.;43;0;0;43;5000137502;3/7/2025;2200;2;1;2/7/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;0;0;-3;-9;1;0;0;0;0;0;15;2/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124918;10;1;NB;EJUAREZ;1001935;DISCO 114x7x22,23C D TYROLITOASECUR x UN;110;Materiales Stock;CUMPLIDO;MR01;1;30/6/2025;15/7/2025;julio;30/6/2025;30/6/2025;C27;4500102675;10;2200;1;JESPARZA;1/7/2025;1/7/2025;4/7/2025;4/7/2025;C27;FERRETERA SAN LUIS;110;0;0;110;5000137645;4/7/2025;2200;1;1;2/7/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;1;0;-10;-2;2;0;0;0;0;0;15;2/7/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10124921;10;1;NB;EJUAREZ;1003515;FARO TRASERO IZQUIERDO;5;Materiales Stock;CUMPLIDO;MR01;1;30/6/2025;15/7/2025;julio;30/6/2025;30/6/2025;C29;4500102674;20;2200;1;RPEREZ;1/7/2025;1/7/2025;15/7/2025;15/7/2025;C29;AURELIA SACIYF;5;0;0;5;5000138536;14/7/2025;2200;2;1;14/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;1;0;1;-1;0;0;0;0;0;0;15;14/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124922;10;1;NB;EJUAREZ;1003516;FARO TRASERO DERECHO;2;Materiales Stock;CUMPLIDO;MR01;1;30/6/2025;15/7/2025;julio;30/6/2025;30/6/2025;C29;4500102674;10;2200;1;RPEREZ;1/7/2025;1/7/2025;15/7/2025;15/7/2025;C29;AURELIA SACIYF;2;0;0;2;5000138536;14/7/2025;2200;1;1;14/7/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;1;0;1;-1;0;0;0;0;0;0;15;14/7/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10124923;10;1;NB;EJUAREZ;1004596;PORTA UÑA BALDE - EA65BL50;1;Materiales Stock;CUMPLIDO;MR01;1;30/6/2025;15/7/2025;julio;30/6/2025;30/6/2025;C29;4500103074;10;2200;1;HROLDAN;7/7/2025;7/7/2025;15/7/2025;18/7/2025;C29;ESCANDINAVIA DEL PLATA SA;1;0;0;1;5000139009;17/7/2025;2200;1;1;15/7/2025;ALANDAVIDEA;;;0;0;;;;;;;;;0;;;;;0;;0;7;0;1;0;2;0;0;0;0;0;15;15/7/2025;1;1;;;1;2;COMPRAS EQUIPOS
