CLIENTE;NRO. SOLPED;POS. SOLPED;REPARTOS;TIPO SOLPED;OPERADOR SOLPED;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;TIEMPO DE APROBACION SOLPED;COLOCACION OC;TIEMPOS DE APROBACION OC;ENTREGA VA01/OC;PRIMERA RECEPCIÓN - ENTREGA;PRIMERA RECEPCIÓN - TIEMPOS RECEPCIÓN;TIEMPO PICKING;EMBALAJE;CAMION;TIEMPOS RECEPCION CLIENTE;ENTREGA AL CLIENTE;TIEMPO EMISION / ENTREGA;FECHA CUMPLIMIENTO FINAL UNIFICADA;COMPROMETIDOS;ENTREGADOS;NO ENTREGADOS;ENTREGADOS AT;ENTREGADOS FT;DIAS DE DEMORA;CLASIFICACION
00008 ABASTECIMIENTO;10131344;10;1;NB;AGUERRERO;1002606;FILTRO COMBUSTIBLE X UN;16;Materiales Stock;CUMPLIDO;MR01;1;18/9/2025;14/10/2025;octubre;18/9/2025;18/9/2025;F06;4500109259;30;2200;1;RPEREZ;24/9/2025;24/9/2025;29/9/2025;29/9/2025;F04;AGRONORTE S.R.L.;16;0;0;16;5000147033;26/9/2025;2200;3;1;26/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;-14;-3;0;0;0;0;0;0;26;26/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131345;10;1;NB;AGUERRERO;1002926;FILTRO AIRE SECUNDARIO;6;Materiales Stock;CUMPLIDO;MR01;1;18/9/2025;20/10/2025;octubre;18/9/2025;18/9/2025;F04;4500109278;20;2200;1;RPEREZ;24/9/2025;24/9/2025;20/10/2025;29/9/2025;F07;TRAVEL FILTERS SRL;6;0;0;6;5000150690;30/10/2025;2200;2;1;30/10/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;1;10;0;0;0;0;0;0;32;30/10/2025;1;1;;;1;10;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131346;10;1;NB;AGUERRERO;1002932;FILTRO ACEITE;40;Materiales Stock;CUMPLIDO;MR01;1;18/9/2025;8/10/2025;octubre;18/9/2025;18/9/2025;F03;4500108974;50;2200;1;RPEREZ;19/9/2025;19/9/2025;8/10/2025;8/10/2025;F06;SUDAMERICANA CAMIONES SA;40;0;0;40;5000146642;23/9/2025;2200;5;1;23/9/2025;LBARTON;;;0;0;;;;;;;;;0;;;;;0;;0;1;0;1;-15;0;0;0;0;0;0;20;23/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131351;10;1;NB;AGUERRERO;1003097;FILTRO DE AIRE PRIMARIO;26;Materiales Stock;CUMPLIDO;MR01;1;18/9/2025;20/10/2025;octubre;18/9/2025;18/9/2025;F04;4500108974;30;2200;1;RPEREZ;19/9/2025;19/9/2025;20/10/2025;20/10/2025;F06;SUDAMERICANA CAMIONES SA;26;0;0;26;5000146642;23/9/2025;2200;3;1;23/9/2025;LBARTON;;;0;0;;;;;;;;;0;;;;;0;;0;1;0;1;-27;0;0;0;0;0;0;32;23/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131352;10;1;NB;AGUERRERO;1003119;FILTRO DE AIRE PRIMARIO;8;Materiales Stock;CUMPLIDO;MR01;1;18/9/2025;8/10/2025;octubre;18/9/2025;18/9/2025;F04;4500108974;40;2200;1;RPEREZ;19/9/2025;19/9/2025;8/10/2025;8/10/2025;F06;SUDAMERICANA CAMIONES SA;8;0;0;8;5000146642;23/9/2025;2200;4;1;23/9/2025;LBARTON;;;0;0;;;;;;;;;0;;;;;0;;0;1;0;1;-15;0;0;0;0;0;0;20;23/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131434;10;1;NB;AGUERRERO;1001791;ACEITE SAE 30 X 205L;9;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;L01;4500109167;30;3200;1;FBERARDO;23/9/2025;24/9/2025;;6/10/2025;L02;YPF S.A.;9;0;0;9;5000147715;3/10/2025;3200;2;1;3/10/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;4;1;-739530;0;0;0;0;0;0;0;17;3/10/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131435;10;1;NB;AGUERRERO;1001798;ACEITE HIDRAULICO X 20 LTS;1;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;L01;4500109123;10;3200;1;FBERARDO;22/9/2025;22/9/2025;6/10/2025;6/10/2025;L01;GIOVAGNOLI S.R.L.;1;0;0;1;5000146775;24/9/2025;3200;1;1;24/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;1;-12;0;0;0;0;0;0;17;24/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131436;10;1;NB;AGUERRERO;1002932;FILTRO ACEITE;57;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;9/10/2025;octubre;19/9/2025;19/9/2025;F03;4500109244;30;3200;1;RPEREZ;24/9/2025;24/9/2025;2/10/2025;2/10/2025;F13;SUDAMERICANA CAMIONES SA;57;0;0;57;5000147035;26/9/2025;3200;3;1;26/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;-6;-6;0;0;0;0;0;0;20;26/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131437;10;1;NB;AGUERRERO;1003183;FILTRO DE ACEITE MOTOR;3;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;F03;4500109913;10;3200;1;RPEREZ;2/10/2025;2/10/2025;8/10/2025;8/10/2025;F03;PROVIARG SRL;3;0;0;3;5000148472;9/10/2025;3200;1;1;8/10/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;13;0;3;0;1;0;0;0;0;0;17;8/10/2025;1;1;;;1;3;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131438;10;1;NB;AGUERRERO;1003241;MANN CF1651;2;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;F14;4500109093;10;3200;1;RPEREZ;22/9/2025;22/9/2025;29/9/2025;29/9/2025;F14;SERVICIOS VIALES DE STA. FE SA;2;0;0;2;5000146748;24/9/2025;3200;1;1;23/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-6;-6;1;0;0;0;0;0;17;23/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131439;10;1;NB;AGUERRERO;1016196;CUBIERTA TRASERO 13 R 22.5;23;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C48;4500109246;10;MM08;1;WVENTURINI;24/9/2025;24/9/2025;6/10/2025;24/10/2025;C48;NEUMATICOS VERONA S.R.L.;23;0;0;23;5000150039;24/10/2025;MM08;1;1;24/10/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;5;18;0;0;0;0;0;0;17;24/10/2025;1;1;;;1;18;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131440;10;1;NB;AGUERRERO;1018128;Filtro Cabina Exterior;10;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;14/10/2025;octubre;19/9/2025;19/9/2025;F05;4500109870;10;MM08;1;RPEREZ;2/10/2025;2/10/2025;10/10/2025;10/10/2025;F05;SUDAMERICANA CAMIONES SA;10;0;0;10;5000148725;13/10/2025;MM08;1;3;13/10/2025;CCARRIL;;;0;0;;;;;;;;;0;;;;;0;;0;13;0;1;3;0;0;0;0;0;0;25;13/10/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131442;10;1;NB;AGUERRERO;1001788;ACEITE SAE  10W X 205L;15;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;L01;4500109167;20;3200;1;FBERARDO;23/9/2025;24/9/2025;;6/10/2025;L02;YPF S.A.;15;0;0;15;5000147715;3/10/2025;3200;1;1;3/10/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;4;1;-739530;0;0;0;0;0;0;0;17;3/10/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131443;10;1;NB;AGUERRERO;1001813;REFRIGERANTE CATERPILLAR X20L;10;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;L02;4500109233;10;3200;1;FBERARDO;24/9/2025;24/9/2025;6/10/2025;6/10/2025;L02;FINNING ARGENTINA S.A.;10;0;0;10;5000147167;29/9/2025;3200;1;1;29/9/2025;CCARRIL;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;1;-7;0;0;0;0;0;0;17;29/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131444;10;1;NB;AGUERRERO;1001852;MOUSE USB;2;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C05;4500109170;40;2200;1;MALVAREZ;23/9/2025;23/9/2025;26/9/2025;26/9/2025;C05;PC SHOWS SRL;2;0;0;2;5000146811;24/9/2025;2200;4;1;23/9/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;4;0;-9;-3;1;0;0;0;0;0;17;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131445;10;1;NB;AGUERRERO;1002299;UNA RIPPER X UN;10;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;14/10/2025;octubre;19/9/2025;19/9/2025;G04;4500109254;30;3200;1;HROLDAN;24/9/2025;24/9/2025;14/10/2025;14/10/2025;G05;SERVICIOS VIALES DE STA. FE SA;10;0;0;10;5000147240;29/9/2025;3200;3;1;29/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;1;-15;0;0;0;0;0;0;25;29/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131447;10;1;NB;AGUERRERO;1002931;FILTRO ACEITE;42;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;9/10/2025;octubre;19/9/2025;19/9/2025;F03;4500109244;20;MM08;1;RPEREZ;24/9/2025;24/9/2025;2/10/2025;2/10/2025;F13;SUDAMERICANA CAMIONES SA;42;0;0;42;5000147035;26/9/2025;MM08;2;1;26/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;-2;-6;0;0;0;0;0;0;20;26/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131448;10;1;NB;AGUERRERO;1009436;UREA  AZUL X BIN 1000LTS;2;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;L02;4500109167;10;3200;1;FBERARDO;23/9/2025;24/9/2025;6/10/2025;6/12/2025;L02;YPF S.A.;2;0;0;2;5000148921;15/10/2025;3200;1;1;15/10/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;4;1;1;9;0;0;0;0;0;0;17;15/10/2025;1;1;;;1;9;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131450;10;1;NB;AGUERRERO;1021946;TONER TN 2370 / TN660;4;Materiales Stock;CUMPLIDO;MM01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C05;4500109170;10;2200;1;MALVAREZ;23/9/2025;23/9/2025;26/9/2025;26/9/2025;C05;PC SHOWS SRL;4;0;0;4;5000146811;24/9/2025;2200;1;1;23/9/2025;AITURRIETA;;;0;0;;;;;;;;;0;;;;;0;;0;4;0;-9;-3;1;0;0;0;0;0;17;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131453;10;1;NB;AGUERRERO;1002026;PANTALON TRABAJO T.44 BEIGE;22;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109106;80;2200;1;GJULIANI;22/9/2025;22/9/2025;3/10/2025;3/10/2025;C28;NUEVA REGINA S.R.L.;22;0;0;22;5000147115;27/9/2025;2200;1;4;27/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-2;-6;0;0;0;0;0;0;17;27/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131454;10;1;NB;AGUERRERO;1002027;PANTALON TRABAJO T.46 BEIGE;15;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109106;70;2200;1;GJULIANI;22/9/2025;22/9/2025;3/10/2025;3/10/2025;C28;NUEVA REGINA S.R.L.;15;0;0;15;5000146740;24/9/2025;2200;7;1;23/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-2;-10;1;0;0;0;0;0;17;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131455;10;1;NB;AGUERRERO;1002028;PANTALON TRABAJO T.48 BEIGE;15;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109106;60;2200;1;GJULIANI;22/9/2025;22/9/2025;3/10/2025;3/10/2025;C28;NUEVA REGINA S.R.L.;15;0;0;15;5000146740;24/9/2025;2200;6;1;23/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-2;-10;1;0;0;0;0;0;17;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131456;10;1;NB;AGUERRERO;1003057;ELEMENTO FILTRO DE AIRE PRIMARIO;7;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;14/10/2025;octubre;19/9/2025;19/9/2025;F04;4500109259;40;2200;1;RPEREZ;24/9/2025;24/9/2025;29/9/2025;29/9/2025;F04;AGRONORTE S.R.L.;7;0;0;7;5000147033;26/9/2025;2200;4;1;26/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;-14;-3;0;0;0;0;0;0;25;26/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131457;10;1;NB;AGUERRERO;1003120;FILTRO DE COMBUSTIBLE;7;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;9/10/2025;octubre;19/9/2025;19/9/2025;F06;4500109241;20;2200;1;RPEREZ;24/9/2025;24/9/2025;1/10/2025;1/10/2025;F13;SUDAMERICANA CAMIONES SA;7;0;0;7;5000147036;26/9/2025;2200;2;1;26/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;-7;-5;0;0;0;0;0;0;20;26/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131458;10;1;NB;AGUERRERO;1001701;GUANTE NITRILO AZUL PUÑO ELASTIZADO;79;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;10/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109072;10;2200;1;GJULIANI;22/9/2025;22/9/2025;8/10/2025;8/10/2025;C28;GRUPO AIVIL SRL;79;0;0;79;5000146737;24/9/2025;2200;1;1;23/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-1;-15;1;0;0;0;0;0;21;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131459;10;1;NB;AGUERRERO;1001846;DISCO RIGIDO NVME 1TB M2;2;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C05;4500109276;20;2200;1;RMIR;24/9/2025;24/9/2025;6/10/2025;6/10/2025;C05;ERAUSQUIN SEBASTIAN PABLO;2;0;0;2;5000149756;22/10/2025;2200;2;1;22/10/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;1;16;0;0;0;0;0;0;17;22/10/2025;1;1;;;1;16;COMPRAS SEDE
00008 ABASTECIMIENTO;10131460;10;1;NB;AGUERRERO;1001859;DISCO RIGIDO SSD sata de 480/512GB;2;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C05;4500109276;10;2200;1;RMIR;24/9/2025;24/9/2025;6/10/2025;6/10/2025;C05;ERAUSQUIN SEBASTIAN PABLO;2;0;0;2;5000149756;22/10/2025;2200;1;1;22/10/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;1;16;0;0;0;0;0;0;17;22/10/2025;1;1;;;1;16;COMPRAS SEDE
00008 ABASTECIMIENTO;10131461;10;1;NB;AGUERRERO;1001871;RESMA DE HOJA A4 70GR. X UN;42;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C17;4500109149;20;2200;1;GJULIANI;23/9/2025;23/9/2025;3/10/2025;3/10/2025;C17;TIO TOM S.A.;42;0;0;42;5000146893;25/9/2025;2200;2;1;24/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;4;0;-2;-9;1;0;0;0;0;0;17;24/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131462;10;1;NB;AGUERRERO;1001876;CINTA EMBALAR TRANSPARENTE 48MM X 100 MT;20;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C17;4500109149;10;2200;1;GJULIANI;23/9/2025;23/9/2025;3/10/2025;3/10/2025;C17;TIO TOM S.A.;20;0;0;20;5000146893;25/9/2025;2200;1;1;24/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;4;0;-2;-9;1;0;0;0;0;0;17;24/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131463;10;1;NB;AGUERRERO;1002025;PANTALON TRABAJO T.42 BEIGE;6;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109106;50;2200;1;GJULIANI;22/9/2025;22/9/2025;3/10/2025;3/10/2025;C28;NUEVA REGINA S.R.L.;6;0;0;6;5000146740;24/9/2025;2200;5;1;23/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-2;-10;1;0;0;0;0;0;17;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131464;10;1;NB;AGUERRERO;1002029;PANTALON TRABAJO T.50 BEIGE;20;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;20/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109106;40;2200;1;GJULIANI;22/9/2025;22/9/2025;3/10/2025;3/10/2025;C28;NUEVA REGINA S.R.L.;20;0;0;20;5000146740;24/9/2025;2200;4;1;23/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-16;-10;1;0;0;0;0;0;31;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131465;10;1;NB;AGUERRERO;1002032;CAMISA TRABAJO T.42 BEIGE C LOGO;13;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;20/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109354;10;2200;1;GJULIANI;25/9/2025;25/9/2025;17/10/2025;21/10/2025;C28;NUEVA REGINA S.R.L.;13;0;0;13;5000149909;23/10/2025;2200;1;1;23/10/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;6;0;-2;6;0;0;0;0;0;0;31;23/10/2025;1;1;;;1;3;COMPRAS SEDE
00008 ABASTECIMIENTO;10131466;10;1;NB;AGUERRERO;1002039;PANTALON TRABAJO T.54 BEIGE;8;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;10/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109106;30;2200;1;GJULIANI;22/9/2025;22/9/2025;3/10/2025;3/10/2025;C28;NUEVA REGINA S.R.L.;8;0;0;8;5000146740;24/9/2025;2200;3;1;23/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-6;-10;1;0;0;0;0;0;21;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131475;10;1;NB;AGUERRERO;1002041;PANTALON TRABAJO T.58 BEIGE;5;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;10/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109106;20;2200;1;GJULIANI;22/9/2025;22/9/2025;3/10/2025;3/10/2025;C28;NUEVA REGINA S.R.L.;5;0;0;5;5000146740;24/9/2025;2200;2;1;23/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-6;-10;1;0;0;0;0;0;21;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131476;10;1;NB;AGUERRERO;1002042;PANTALON TRABAJO T.60 BEIGE;4;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;10/10/2025;octubre;19/9/2025;19/9/2025;C28;4500109106;10;2200;1;GJULIANI;22/9/2025;22/9/2025;3/10/2025;3/10/2025;C28;NUEVA REGINA S.R.L.;4;0;0;4;5000146740;24/9/2025;2200;1;1;23/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;0;-6;-10;1;0;0;0;0;0;21;23/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131479;10;1;NB;AGUERRERO;1002903;FILTRO DE AIRE;5;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;F04;4500109686;30;2200;1;RPEREZ;30/9/2025;30/9/2025;10/10/2025;10/10/2025;F04;FINNING ARGENTINA S.A.;5;0;0;5;5000148133;7/10/2025;2200;3;1;6/10/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;11;0;5;-4;1;0;0;0;0;0;17;6/10/2025;1;1;;;1;1;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131480;10;1;NB;AGUERRERO;1002971;FILTRO DE TRANSMISION CAT;5;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;14/10/2025;octubre;19/9/2025;19/9/2025;F03;4500109686;50;2200;1;RPEREZ;30/9/2025;30/9/2025;10/10/2025;10/10/2025;F04;FINNING ARGENTINA S.A.;5;0;0;5;5000148133;7/10/2025;2200;5;1;6/10/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;11;0;-3;-4;1;0;0;0;0;0;25;6/10/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131482;10;1;NB;AGUERRERO;1003180;FILTRO DE AIRE;13;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;F04;4500109278;30;2200;1;RPEREZ;24/9/2025;24/9/2025;6/10/2025;29/9/2025;F07;TRAVEL FILTERS SRL;13;0;0;13;5000150690;30/10/2025;2200;3;1;30/10/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;0;;0;5;0;1;24;0;0;0;0;0;0;17;30/10/2025;1;1;;;1;24;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131484;10;1;NB;AGUERRERO;1035701;CARGADOR CON ENCHUFE;1;Materiales Stock;CUMPLIDO;MR01;1;19/9/2025;6/10/2025;octubre;19/9/2025;19/9/2025;C05;4500109792;10;2200;1;RMIR;1/10/2025;1/10/2025;6/10/2025;6/10/2025;C05;ERAUSQUIN SEBASTIAN PABLO;1;0;0;1;5000148323;8/10/2025;2200;1;1;8/10/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;12;0;1;2;0;0;0;0;0;0;17;8/10/2025;1;1;;;1;2;COMPRAS SEDE
00008 ABASTECIMIENTO;10131543;10;1;NB;AGUERRERO;1001977;PINTURA POLIURETANICA GRIS X4LT;1;Materiales Stock;CUMPLIDO;MM01;1;22/9/2025;7/10/2025;octubre;22/9/2025;22/9/2025;C22;4500109265;10;2200;1;GJULIANI;24/9/2025;24/9/2025;3/10/2025;3/10/2025;C22;L-A PINTURAS INDUSTRIALES SRL;1;0;0;1;5000146890;25/9/2025;2200;1;1;24/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;2;0;-3;-9;1;0;0;0;0;0;15;24/9/2025;1;1;;1;;;COMPRAS SEDE
00008 ABASTECIMIENTO;10131545;10;1;NB;AGUERRERO;1002974;RESPIRADERO TANQUE HIDRAULICO;4;Materiales Stock;CUMPLIDO;MM01;1;22/9/2025;17/10/2025;octubre;22/9/2025;22/9/2025;F07;4500109688;30;3200;1;RPEREZ;30/9/2025;1/10/2025;10/10/2025;10/10/2025;F05;FINNING ARGENTINA S.A.;4;0;0;4;5000148155;7/10/2025;3200;3;1;6/10/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;8;1;-6;-4;1;0;0;0;0;0;25;6/10/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131547;10;1;NB;AGUERRERO;1003096;FILTRO DE AIRE TANQUE DE COMBUSTIBLE;16;Materiales Stock;CUMPLIDO;MM01;1;22/9/2025;7/10/2025;octubre;22/9/2025;22/9/2025;F06;4500109244;40;3200;1;RPEREZ;24/9/2025;24/9/2025;2/10/2025;2/10/2025;F13;SUDAMERICANA CAMIONES SA;16;0;0;16;5000147035;26/9/2025;3200;4;1;26/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;2;0;-4;-6;0;0;0;0;0;0;15;26/9/2025;1;1;;1;;;COMPRAS EQUIPOS
00008 ABASTECIMIENTO;10131548;10;1;NB;AGUERRERO;1003180;FILTRO DE AIRE;1;Materiales Stock;CUMPLIDO;MM01;1;22/9/2025;7/10/2025;octubre;22/9/2025;22/9/2025;F04;4500109366;30;3200;1;RPEREZ;25/9/2025;26/9/2025;7/10/2025;1/10/2025;C29;SERVICIOS VIALES DE STA. FE SA;1;0;0;1;5000147363;30/9/2025;3200;3;1;30/9/2025;FGORGONA;;;0;0;;;;;;;;;0;;;;;0;;0;3;1;1;-7;0;0;0;0;0;0;15;30/9/2025;1;1;;1;;;COMPRAS EQUIPOS
